Series Name,Series Code,Country Name,Country Code,1990 [YR1990],1995 [YR1995],2000 [YR2000],2005 [YR2005],2010 [YR2010],2015 [YR2015],2020 [YR2020]
Prevalence of syphilis (% of women attending antenatal care),SH.PRG.SYPH.ZS,Monaco,MCO,..,..,..,..,..,..,..
Prevalence of syphilis (% of women attending antenatal care),SH.PRG.SYPH.ZS,Mongolia,MNG,..,..,..,..,2.23,3,..
Prevalence of syphilis (% of women attending antenatal care),SH.PRG.SYPH.ZS,Montenegro,MNE,..,..,..,..,..,..,..
Prevalence of syphilis (% of women attending antenatal care),SH.PRG.SYPH.ZS,Morocco,MAR,..,..,..,..,0.6,..,..
Prevalence of syphilis (% of women attending antenatal care),SH.PRG.SYPH.ZS,Mozambique,MOZ,..,..,..,..,5.7,3.9,..
Prevalence of syphilis (% of women attending antenatal care),SH.PRG.SYPH.ZS,Myanmar,MMR,..,..,..,..,0.65,0.9,..
Prevalence of syphilis (% of women attending antenatal care),SH.PRG.SYPH.ZS,Namibia,NAM,..,..,..,..,1.9,..,..
Prevalence of syphilis (% of women attending antenatal care),SH.PRG.SYPH.ZS,Nauru,NRU,..,..,..,..,..,4.6,..
Prevalence of syphilis (% of women attending antenatal care),SH.PRG.SYPH.ZS,Nepal,NPL,..,..,..,..,..,..,..
Prevalence of syphilis (% of women attending antenatal care),SH.PRG.SYPH.ZS,Netherlands,NLD,..,..,..,..,..,..,..
Prevalence of syphilis (% of women attending antenatal care),SH.PRG.SYPH.ZS,New Caledonia,NCL,..,..,..,..,..,..,..
Prevalence of syphilis (% of women attending antenatal care),SH.PRG.SYPH.ZS,New Zealand,NZL,..,..,..,..,..,..,..
Prevalence of syphilis (% of women attending antenatal care),SH.PRG.SYPH.ZS,Nicaragua,NIC,..,..,..,..,0.49,0.1,..
Prevalence of syphilis (% of women attending antenatal care),SH.PRG.SYPH.ZS,Niger,NER,..,..,..,..,..,0,..
Prevalence of syphilis (% of women attending antenatal care),SH.PRG.SYPH.ZS,Nigeria,NGA,..,..,..,1.5,..,0.7,..
Prevalence of syphilis (% of women attending antenatal care),SH.PRG.SYPH.ZS,North Macedonia,MKD,..,..,..,..,..,..,..
Prevalence of syphilis (% of women attending antenatal care),SH.PRG.SYPH.ZS,Northern Mariana Islands,MNP,..,..,..,..,..,..,..
Prevalence of syphilis (% of women attending antenatal care),SH.PRG.SYPH.ZS,Norway,NOR,..,..,..,..,..,..,..
Prevalence of syphilis (% of women attending antenatal care),SH.PRG.SYPH.ZS,Oman,OMN,..,..,..,..,..,0,..
Prevalence of syphilis (% of women attending antenatal care),SH.PRG.SYPH.ZS,Pakistan,PAK,..,..,..,..,..,..,..
Prevalence of syphilis (% of women attending antenatal care),SH.PRG.SYPH.ZS,Palau,PLW,..,..,..,..,..,2.2,..
Prevalence of syphilis (% of women attending antenatal care),SH.PRG.SYPH.ZS,Panama,PAN,..,..,..,..,..,1.04,..
Prevalence of syphilis (% of women attending antenatal care),SH.PRG.SYPH.ZS,Papua New Guinea,PNG,..,..,..,..,7.02,..,..
Prevalence of syphilis (% of women attending antenatal care),SH.PRG.SYPH.ZS,Paraguay,PRY,..,..,..,..,4.53,4.3,..
Prevalence of syphilis (% of women attending antenatal care),SH.PRG.SYPH.ZS,Peru,PER,..,..,..,..,0.33,0.3,..
Prevalence of syphilis (% of women attending antenatal care),SH.PRG.SYPH.ZS,Philippines,PHL,..,..,..,..,0.24,1.4,..
Prevalence of syphilis (% of women attending antenatal care),SH.PRG.SYPH.ZS,Poland,POL,..,..,..,..,..,..,..
Prevalence of syphilis (% of women attending antenatal care),SH.PRG.SYPH.ZS,Portugal,PRT,..,..,..,..,..,..,..
Prevalence of syphilis (% of women attending antenatal care),SH.PRG.SYPH.ZS,Puerto Rico,PRI,..,..,..,..,..,..,..
Prevalence of syphilis (% of women attending antenatal care),SH.PRG.SYPH.ZS,Qatar,QAT,..,..,..,..,..,..,..
Prevalence of syphilis (% of women attending antenatal care),SH.PRG.SYPH.ZS,Romania,ROU,..,..,..,..,..,..,..
Prevalence of syphilis (% of women attending antenatal care),SH.PRG.SYPH.ZS,Russian Federation,RUS,..,..,..,..,..,..,..
Prevalence of syphilis (% of women attending antenatal care),SH.PRG.SYPH.ZS,Rwanda,RWA,..,..,..,..,1.55,1.4,..
Prevalence of syphilis (% of women attending antenatal care),SH.PRG.SYPH.ZS,Samoa,WSM,..,..,..,..,2.31,0.07,..
Prevalence of syphilis (% of women attending antenatal care),SH.PRG.SYPH.ZS,San Marino,SMR,..,..,..,..,..,..,..
Prevalence of syphilis (% of women attending antenatal care),SH.PRG.SYPH.ZS,Sao Tome and Principe,STP,..,..,..,..,0.45,0.9,..
Prevalence of syphilis (% of women attending antenatal care),SH.PRG.SYPH.ZS,Saudi Arabia,SAU,..,..,..,..,..,0,..
Prevalence of syphilis (% of women attending antenatal care),SH.PRG.SYPH.ZS,Senegal,SEN,..,..,..,..,..,0.4,..
Prevalence of syphilis (% of women attending antenatal care),SH.PRG.SYPH.ZS,Serbia,SRB,..,..,..,..,..,..,..
Prevalence of syphilis (% of women attending antenatal care),SH.PRG.SYPH.ZS,Seychelles,SYC,..,..,..,..,0,0,..
Prevalence of syphilis (% of women attending antenatal care),SH.PRG.SYPH.ZS,Sierra Leone,SLE,..,..,..,..,1.4,..,..
Prevalence of syphilis (% of women attending antenatal care),SH.PRG.SYPH.ZS,Singapore,SGP,..,..,..,..,..,..,..
Prevalence of syphilis (% of women attending antenatal care),SH.PRG.SYPH.ZS,Sint Maarten (Dutch part),SXM,..,..,..,..,..,..,..
Prevalence of syphilis (% of women attending antenatal care),SH.PRG.SYPH.ZS,Slovak Republic,SVK,..,..,..,..,0.11,..,..
Prevalence of syphilis (% of women attending antenatal care),SH.PRG.SYPH.ZS,Slovenia,SVN,..,..,..,..,..,..,..
Prevalence of syphilis (% of women attending antenatal care),SH.PRG.SYPH.ZS,Solomon Islands,SLB,..,..,..,..,6.68,13.2,..
Prevalence of syphilis (% of women attending antenatal care),SH.PRG.SYPH.ZS,Somalia,SOM,..,..,..,..,1.3,5.9,..
Prevalence of syphilis (% of women attending antenatal care),SH.PRG.SYPH.ZS,South Africa,ZAF,..,..,..,..,2.16,..,..
Prevalence of syphilis (% of women attending antenatal care),SH.PRG.SYPH.ZS,South Sudan,SSD,..,..,..,..,..,..,..
Prevalence of syphilis (% of women attending antenatal care),SH.PRG.SYPH.ZS,Spain,ESP,..,..,..,..,..,..,..
Prevalence of syphilis (% of women attending antenatal care),SH.PRG.SYPH.ZS,Sri Lanka,LKA,..,..,..,..,0.02,0,..
Prevalence of syphilis (% of women attending antenatal care),SH.PRG.SYPH.ZS,St. Kitts and Nevis,KNA,..,..,..,..,..,..,..
Prevalence of syphilis (% of women attending antenatal care),SH.PRG.SYPH.ZS,St. Lucia,LCA,..,..,..,..,..,1.9,..
Prevalence of syphilis (% of women attending antenatal care),SH.PRG.SYPH.ZS,St. Martin (French part),MAF,..,..,..,..,..,..,..
Prevalence of syphilis (% of women attending antenatal care),SH.PRG.SYPH.ZS,St. Vincent and the Grenadines,VCT,..,..,..,..,..,..,..
Prevalence of syphilis (% of women attending antenatal care),SH.PRG.SYPH.ZS,Sudan,SDN,..,..,..,..,2.3,..,..
Prevalence of syphilis (% of women attending antenatal care),SH.PRG.SYPH.ZS,Suriname,SUR,..,..,..,..,..,..,..
Prevalence of syphilis (% of women attending antenatal care),SH.PRG.SYPH.ZS,Sweden,SWE,..,..,..,..,..,..,..
Prevalence of syphilis (% of women attending antenatal care),SH.PRG.SYPH.ZS,Switzerland,CHE,..,..,..,..,..,..,..
Prevalence of syphilis (% of women attending antenatal care),SH.PRG.SYPH.ZS,Syrian Arab Republic,SYR,..,..,..,..,..,..,..
Prevalence of syphilis (% of women attending antenatal care),SH.PRG.SYPH.ZS,Tajikistan,TJK,..,..,..,..,..,0.1,..
Prevalence of syphilis (% of women attending antenatal care),SH.PRG.SYPH.ZS,Tanzania,TZA,..,..,..,..,3.79,2.4,..
Prevalence of syphilis (% of women attending antenatal care),SH.PRG.SYPH.ZS,Thailand,THA,..,..,..,..,0.1,0.1,..
Prevalence of syphilis (% of women attending antenatal care),SH.PRG.SYPH.ZS,Timor-Leste,TLS,..,..,..,..,..,..,..
Prevalence of syphilis (% of women attending antenatal care),SH.PRG.SYPH.ZS,Togo,TGO,..,..,..,..,1.21,1.4,..
Prevalence of syphilis (% of women attending antenatal care),SH.PRG.SYPH.ZS,Tonga,TON,..,..,..,..,..,0.1,..
Prevalence of syphilis (% of women attending antenatal care),SH.PRG.SYPH.ZS,Trinidad and Tobago,TTO,..,..,..,..,0.1,0.2,..
Prevalence of syphilis (% of women attending antenatal care),SH.PRG.SYPH.ZS,Tunisia,TUN,..,..,..,..,..,..,..
Prevalence of syphilis (% of women attending antenatal care),SH.PRG.SYPH.ZS,Turkiye,TUR,..,..,..,..,..,..,..
Prevalence of syphilis (% of women attending antenatal care),SH.PRG.SYPH.ZS,Turkmenistan,TKM,..,..,..,..,..,..,..
Prevalence of syphilis (% of women attending antenatal care),SH.PRG.SYPH.ZS,Turks and Caicos Islands,TCA,..,..,..,..,..,..,..
Prevalence of syphilis (% of women attending antenatal care),SH.PRG.SYPH.ZS,Tuvalu,TUV,..,..,..,..,..,16.7,..
Prevalence of syphilis (% of women attending antenatal care),SH.PRG.SYPH.ZS,Uganda,UGA,..,..,..,..,..,6.4,..
Prevalence of syphilis (% of women attending antenatal care),SH.PRG.SYPH.ZS,Ukraine,UKR,..,..,..,..,..,0.1,..
Prevalence of syphilis (% of women attending antenatal care),SH.PRG.SYPH.ZS,United Arab Emirates,ARE,..,..,..,..,0,0,..
Prevalence of syphilis (% of women attending antenatal care),SH.PRG.SYPH.ZS,United Kingdom,GBR,..,..,..,..,0.16,..,..
Prevalence of syphilis (% of women attending antenatal care),SH.PRG.SYPH.ZS,United States,USA,..,..,..,..,..,..,..
Prevalence of syphilis (% of women attending antenatal care),SH.PRG.SYPH.ZS,Uruguay,URY,..,..,..,..,1.8,0.9,..
Prevalence of syphilis (% of women attending antenatal care),SH.PRG.SYPH.ZS,Uzbekistan,UZB,..,..,..,..,..,..,..
Prevalence of syphilis (% of women attending antenatal care),SH.PRG.SYPH.ZS,Vanuatu,VUT,..,..,..,..,..,14.6,..
Prevalence of syphilis (% of women attending antenatal care),SH.PRG.SYPH.ZS,"Venezuela, RB",VEN,..,..,..,..,1.85,2.8,..
Prevalence of syphilis (% of women attending antenatal care),SH.PRG.SYPH.ZS,Vietnam,VNM,..,..,..,..,..,..,..
Prevalence of syphilis (% of women attending antenatal care),SH.PRG.SYPH.ZS,Virgin Islands (U.S.),VIR,..,..,..,..,..,..,..
Prevalence of syphilis (% of women attending antenatal care),SH.PRG.SYPH.ZS,West Bank and Gaza,PSE,..,..,..,..,..,..,..
Prevalence of syphilis (% of women attending antenatal care),SH.PRG.SYPH.ZS,"Yemen, Rep.",YEM,..,..,..,..,0.35,..,..
Prevalence of syphilis (% of women attending antenatal care),SH.PRG.SYPH.ZS,Zambia,ZMB,..,..,..,..,5.27,3.6,..
Prevalence of syphilis (% of women attending antenatal care),SH.PRG.SYPH.ZS,Zimbabwe,ZWE,..,..,..,..,4.31,1.9,..
Prevalence of overweight (% of adults),SH.STA.OWAD.ZS,Afghanistan,AFG,10.4,12.1,14.2,16.6,19.3,22.3,..
Prevalence of overweight (% of adults),SH.STA.OWAD.ZS,Albania,ALB,40.5,43.1,46,49.5,53.3,57,..
Prevalence of overweight (% of adults),SH.STA.OWAD.ZS,Algeria,DZA,41.4,45.4,49.5,53.5,57.4,61.3,..
Prevalence of overweight (% of adults),SH.STA.OWAD.ZS,American Samoa,ASM,..,..,..,..,..,..,..
Prevalence of overweight (% of adults),SH.STA.OWAD.ZS,Andorra,AND,56.4,58.3,59.9,61.3,62.5,63.5,..
Prevalence of overweight (% of adults),SH.STA.OWAD.ZS,Angola,AGO,13.1,15.3,17.8,20.5,23.6,26.8,..
Prevalence of overweight (% of adults),SH.STA.OWAD.ZS,Antigua and Barbuda,ATG,33.7,36.7,39.4,42.1,44.7,47.4,..
Prevalence of overweight (% of adults),SH.STA.OWAD.ZS,Argentina,ARG,48.7,51.7,54.4,57.1,59.7,62.3,..
Prevalence of overweight (% of adults),SH.STA.OWAD.ZS,Armenia,ARM,42.4,44.6,46.5,48.8,51.3,53.9,..
Prevalence of overweight (% of adults),SH.STA.OWAD.ZS,Aruba,ABW,..,..,..,..,..,..,..
Prevalence of overweight (% of adults),SH.STA.OWAD.ZS,Australia,AUS,50.3,53.3,56.3,59.2,61.7,64,..
Prevalence of overweight (% of adults),SH.STA.OWAD.ZS,Austria,AUT,42.4,45,47.5,49.7,51.8,53.9,..
Prevalence of overweight (% of adults),SH.STA.OWAD.ZS,Azerbaijan,AZE,39.2,41.5,43.7,46.4,49.6,52.9,..
Prevalence of overweight (% of adults),SH.STA.OWAD.ZS,"Bahamas, The",BHS,49.2,52.6,55.7,58.6,61.3,63.9,..
Prevalence of overweight (% of adults),SH.STA.OWAD.ZS,Bahrain,BHR,52.3,54.9,57.4,59.8,62.4,65.2,..
Prevalence of overweight (% of adults),SH.STA.OWAD.ZS,Bangladesh,BGD,8.3,9.8,11.6,13.8,16.4,19.4,..
Prevalence of overweight (% of adults),SH.STA.OWAD.ZS,Barbados,BRB,36.5,38.9,42.1,45.4,48.6,51.8,..
Prevalence of overweight (% of adults),SH.STA.OWAD.ZS,Belarus,BLR,47.6,50.1,52.2,54.5,56.8,59,..
Prevalence of overweight (% of adults),SH.STA.OWAD.ZS,Belgium,BEL,50.4,52.5,54.5,56.2,57.8,59.2,..
Prevalence of overweight (% of adults),SH.STA.OWAD.ZS,Belize,BLZ,39,41.9,45.2,48.3,51.2,54.2,..
Prevalence of overweight (% of adults),SH.STA.OWAD.ZS,Benin,BEN,16.2,18.5,21,23.5,26.1,28.9,..
Prevalence of overweight (% of adults),SH.STA.OWAD.ZS,Bermuda,BMU,..,..,..,..,..,..,..
Prevalence of overweight (% of adults),SH.STA.OWAD.ZS,Bhutan,BTN,10.7,13,15.8,19.1,22.7,26.4,..
Prevalence of overweight (% of adults),SH.STA.OWAD.ZS,Bolivia,BOL,38.4,42.4,45.9,49.2,52.4,55.5,..
Prevalence of overweight (% of adults),SH.STA.OWAD.ZS,Bosnia and Herzegovina,BIH,41,43.2,45.4,47.7,50.2,52.8,..
Prevalence of overweight (% of adults),SH.STA.OWAD.ZS,Botswana,BWA,25,30.4,34.6,37.8,40.4,42.9,..
Prevalence of overweight (% of adults),SH.STA.OWAD.ZS,Brazil,BRA,38.5,42.2,46,49.5,52.7,55.9,..
Prevalence of overweight (% of adults),SH.STA.OWAD.ZS,British Virgin Islands,VGB,..,..,..,..,..,..,..
Prevalence of overweight (% of adults),SH.STA.OWAD.ZS,Brunei Darussalam,BRN,21.9,24.9,28.5,32.2,36.2,40.4,..
Prevalence of overweight (% of adults),SH.STA.OWAD.ZS,Bulgaria,BGR,49.7,51.9,54,56.4,58.9,61.2,..
Prevalence of overweight (% of adults),SH.STA.OWAD.ZS,Burkina Faso,BFA,10.8,12.4,14.4,16.8,19.5,22.6,..
Prevalence of overweight (% of adults),SH.STA.OWAD.ZS,Burundi,BDI,11.5,13.2,14.9,16.9,19.1,21.6,..
Prevalence of overweight (% of adults),SH.STA.OWAD.ZS,Cabo Verde,CPV,17.6,21.4,24.7,27.8,31,34.2,..
Prevalence of overweight (% of adults),SH.STA.OWAD.ZS,Cambodia,KHM,9.6,11.4,13.4,15.7,18.3,21.1,..
Prevalence of overweight (% of adults),SH.STA.OWAD.ZS,Cameroon,CMR,18.2,20.8,23.7,26.7,29.8,33,..
Prevalence of overweight (% of adults),SH.STA.OWAD.ZS,Canada,CAN,49.1,52.3,55.6,58.6,61.2,63.7,..
Prevalence of overweight (% of adults),SH.STA.OWAD.ZS,Cayman Islands,CYM,..,..,..,..,..,..,..
Prevalence of overweight (% of adults),SH.STA.OWAD.ZS,Central African Republic,CAF,15,16.8,18.7,20.8,23,25.6,..
Prevalence of overweight (% of adults),SH.STA.OWAD.ZS,Chad,TCD,12.6,14.3,16.1,18.1,20.2,22.6,..
Prevalence of overweight (% of adults),SH.STA.OWAD.ZS,Channel Islands,CHI,..,..,..,..,..,..,..
Prevalence of overweight (% of adults),SH.STA.OWAD.ZS,Chile,CHL,48.9,51.6,54.5,57.3,60,62.6,..
Prevalence of overweight (% of adults),SH.STA.OWAD.ZS,China,CHN,15.4,17.9,20.8,24.1,27.8,31.6,..
Prevalence of overweight (% of adults),SH.STA.OWAD.ZS,Colombia,COL,43,46.4,49.7,52.7,55.6,58.5,..
Prevalence of overweight (% of adults),SH.STA.OWAD.ZS,Comoros,COM,16,18,19.9,21.9,24.1,26.6,..
Prevalence of overweight (% of adults),SH.STA.OWAD.ZS,"Congo, Dem. Rep.",COD,13.1,14.9,17,19.3,21.8,24.7,..
Prevalence of overweight (% of adults),SH.STA.OWAD.ZS,"Congo, Rep.",COG,17.7,19.8,22.1,24.7,27.4,30.3,..
Prevalence of overweight (% of adults),SH.STA.OWAD.ZS,Costa Rica,CRI,38.8,43.2,47.7,52.2,56.7,60.8,..
Prevalence of overweight (% of adults),SH.STA.OWAD.ZS,Cote d'Ivoire,CIV,17,19.1,21.6,24.4,27.6,30.9,..
Prevalence of overweight (% of adults),SH.STA.OWAD.ZS,Croatia,HRV,46.8,49.1,51.4,53.8,56.4,59.1,..
Prevalence of overweight (% of adults),SH.STA.OWAD.ZS,Cuba,CUB,42.5,45.8,48.9,52,55,57.9,..
Prevalence of overweight (% of adults),SH.STA.OWAD.ZS,Curacao,CUW,..,..,..,..,..,..,..
Prevalence of overweight (% of adults),SH.STA.OWAD.ZS,Cyprus,CYP,46.8,49.9,52.5,54.9,56.9,58.8,..
Prevalence of overweight (% of adults),SH.STA.OWAD.ZS,Czechia,CZE,54,55.4,56.8,58.4,60.2,62,..
Prevalence of overweight (% of adults),SH.STA.OWAD.ZS,Denmark,DNK,44.6,47.1,49.3,51.4,53.3,55.1,..
Prevalence of overweight (% of adults),SH.STA.OWAD.ZS,Djibouti,DJI,28,30,31.9,33.9,35.9,38.1,..
Prevalence of overweight (% of adults),SH.STA.OWAD.ZS,Dominica,DMA,41.6,46.3,49.8,53.1,56.4,59.7,..
Prevalence of overweight (% of adults),SH.STA.OWAD.ZS,Dominican Republic,DOM,38.4,42,46.1,50.8,55.7,60.3,..
Prevalence of overweight (% of adults),SH.STA.OWAD.ZS,Ecuador,ECU,39.3,42.9,46.4,49.6,52.5,55.4,..
Prevalence of overweight (% of adults),SH.STA.OWAD.ZS,"Egypt, Arab Rep.",EGY,47.3,50.1,53.1,56.3,59.5,62.8,..
Prevalence of overweight (% of adults),SH.STA.OWAD.ZS,El Salvador,SLV,39.8,44,48.5,52.5,56,59.3,..
Prevalence of overweight (% of adults),SH.STA.OWAD.ZS,Equatorial Guinea,GNQ,14.6,17.1,19.3,21.3,23.6,26.1,..
Prevalence of overweight (% of adults),SH.STA.OWAD.ZS,Eritrea,ERI,11.6,13.2,14.9,16.8,19,21.5,..
Prevalence of overweight (% of adults),SH.STA.OWAD.ZS,Estonia,EST,48.5,49.6,50.8,52.2,53.8,55.4,..
Prevalence of overweight (% of adults),SH.STA.OWAD.ZS,Eswatini,SWZ,24.9,27.2,29.8,32.5,35.1,37.9,..
Prevalence of overweight (% of adults),SH.STA.OWAD.ZS,Ethiopia,ETH,10.9,12.4,14.1,15.9,18,20.4,..
Prevalence of overweight (% of adults),SH.STA.OWAD.ZS,Faroe Islands,FRO,..,..,..,..,..,..,..
Prevalence of overweight (% of adults),SH.STA.OWAD.ZS,Fiji,FJI,45.3,49.4,53.4,56.8,60.1,63.2,..
Prevalence of overweight (% of adults),SH.STA.OWAD.ZS,Finland,FIN,46.1,49.3,51.9,54,55.9,57.6,..
Prevalence of overweight (% of adults),SH.STA.OWAD.ZS,France,FRA,47.1,49.6,52.1,54.5,56.8,59,..
Prevalence of overweight (% of adults),SH.STA.OWAD.ZS,French Polynesia,PYF,..,..,..,..,..,..,..
Prevalence of overweight (% of adults),SH.STA.OWAD.ZS,Gabon,GAB,23.4,27,30.5,33.8,36.8,39.6,..
Prevalence of overweight (% of adults),SH.STA.OWAD.ZS,"Gambia, The",GMB,15.1,17.9,21,24.3,27.7,31.2,..
Prevalence of overweight (% of adults),SH.STA.OWAD.ZS,Georgia,GEO,39.6,42.1,44.4,47,50.1,53.5,..
Prevalence of overweight (% of adults),SH.STA.OWAD.ZS,Germany,DEU,46,48.6,50.8,52.7,54.6,56.4,..
Prevalence of overweight (% of adults),SH.STA.OWAD.ZS,Ghana,GHA,16.5,19.1,21.9,25.1,28.3,31.4,..
Prevalence of overweight (% of adults),SH.STA.OWAD.ZS,Gibraltar,GIB,..,..,..,..,..,..,..
Prevalence of overweight (% of adults),SH.STA.OWAD.ZS,Greece,GRC,49.9,52.6,55,57.4,59.7,61.9,..
Prevalence of overweight (% of adults),SH.STA.OWAD.ZS,Greenland,GRL,..,..,..,..,..,..,..
Prevalence of overweight (% of adults),SH.STA.OWAD.ZS,Grenada,GRD,33.7,37,40.6,44.1,47.4,50.7,..
Prevalence of overweight (% of adults),SH.STA.OWAD.ZS,Guam,GUM,..,..,..,..,..,..,..
Prevalence of overweight (% of adults),SH.STA.OWAD.ZS,Guatemala,GTM,37.2,40.9,44.7,48.3,51.8,55.3,..
Prevalence of overweight (% of adults),SH.STA.OWAD.ZS,Guinea,GIN,14.3,16.2,18.4,20.7,23.3,26.1,..
Prevalence of overweight (% of adults),SH.STA.OWAD.ZS,Guinea-Bissau,GNB,14.1,16.8,19.7,22.7,25.9,29.3,..
Prevalence of overweight (% of adults),SH.STA.OWAD.ZS,Guyana,GUY,32,34.6,37.9,41.5,45.2,48.7,..
Prevalence of overweight (% of adults),SH.STA.OWAD.ZS,Haiti,HTI,28.9,33.3,37.6,42.8,48.5,53.9,..
Prevalence of overweight (% of adults),SH.STA.OWAD.ZS,Honduras,HND,35.7,39.5,43.4,47.3,51.2,55,..
Prevalence of overweight (% of adults),SH.STA.OWAD.ZS,"Hong Kong SAR, China",HKG,..,..,..,..,..,..,..
Prevalence of overweight (% of adults),SH.STA.OWAD.ZS,Hungary,HUN,50.2,52,53.7,55.8,58.4,61.1,..
Prevalence of overweight (% of adults),SH.STA.OWAD.ZS,Iceland,ISL,48.4,51,53.3,55.3,57.1,58.8,..
Prevalence of overweight (% of adults),SH.STA.OWAD.ZS,India,IND,8.9,10.4,12.1,14.2,16.5,19.1,..
Prevalence of overweight (% of adults),SH.STA.OWAD.ZS,Indonesia,IDN,11.1,13.5,16.5,19.8,23.4,27.4,..
Prevalence of overweight (% of adults),SH.STA.OWAD.ZS,"Iran, Islamic Rep.",IRN,42,45.8,49.7,53.4,57.3,60.9,..
Prevalence of overweight (% of adults),SH.STA.OWAD.ZS,Iraq,IRQ,50.7,53.3,55.7,58.4,61.2,64.1,..
Prevalence of overweight (% of adults),SH.STA.OWAD.ZS,Ireland,IRL,44,47.4,50.9,54.2,57.2,60,..
Prevalence of overweight (% of adults),SH.STA.OWAD.ZS,Isle of Man,IMN,..,..,..,..,..,..,..
Prevalence of overweight (% of adults),SH.STA.OWAD.ZS,Israel,ISR,54.2,56.5,58.6,60.6,62.3,64,..
Prevalence of overweight (% of adults),SH.STA.OWAD.ZS,Italy,ITA,46.7,49.1,51.5,53.8,56,58,..
Prevalence of overweight (% of adults),SH.STA.OWAD.ZS,Jamaica,JAM,37.1,40.3,43.8,47.5,51.2,54.8,..
Prevalence of overweight (% of adults),SH.STA.OWAD.ZS,Japan,JPN,18.4,19.5,20.7,22.6,24.9,26.8,..
Prevalence of overweight (% of adults),SH.STA.OWAD.ZS,Jordan,JOR,52.7,57.1,60.6,63.6,66.4,69,..
Prevalence of overweight (% of adults),SH.STA.OWAD.ZS,Kazakhstan,KAZ,39.8,42.2,44.8,47.4,50.1,53,..
Prevalence of overweight (% of adults),SH.STA.OWAD.ZS,Kenya,KEN,13.2,15,17.1,19.5,22.1,24.9,..
Prevalence of overweight (% of adults),SH.STA.OWAD.ZS,Kiribati,KIR,62.6,66.3,70.3,73.7,76.2,78.3,..
Prevalence of overweight (% of adults),SH.STA.OWAD.ZS,"Korea, Dem. People's Rep.",PRK,21.5,23.3,25.3,27.4,29.6,31.9,..
Prevalence of overweight (% of adults),SH.STA.OWAD.ZS,"Korea, Rep.",KOR,19.8,22.5,24.6,26.4,28.2,29.9,..
Prevalence of overweight (% of adults),SH.STA.OWAD.ZS,Kosovo,XKX,..,..,..,..,..,..,..
Prevalence of overweight (% of adults),SH.STA.OWAD.ZS,Kuwait,KWT,62.1,63.9,66.2,68.5,70.8,73,..
Prevalence of overweight (% of adults),SH.STA.OWAD.ZS,Kyrgyz Republic,KGZ,33.8,36,38.3,41,44.2,47.6,..
Prevalence of overweight (% of adults),SH.STA.OWAD.ZS,Lao PDR,LAO,9.9,11.7,14,17,20.6,24.6,..
Prevalence of overweight (% of adults),SH.STA.OWAD.ZS,Latvia,LVA,49.8,51.2,52.5,54.1,55.8,57.5,..
Prevalence of overweight (% of adults),SH.STA.OWAD.ZS,Lebanon,LBN,54.1,57.3,60.1,62.4,64.9,67.4,..
Prevalence of overweight (% of adults),SH.STA.OWAD.ZS,Lesotho,LSO,21.9,25,28.5,31.7,35,38.1,..
Prevalence of overweight (% of adults),SH.STA.OWAD.ZS,Liberia,LBR,19.6,22,22.9,24.9,27.5,30.4,..
Prevalence of overweight (% of adults),SH.STA.OWAD.ZS,Libya,LBY,52.5,55.2,57.9,60.6,63.4,66.2,..
