Index,Year,"Region, development group, country or area",Notes,Location code,Type of data,0-4,5-9,10-14, 15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75+,Total
1194,2005,   Andorra,,20,C,  283,  491,  578,  751, 1 394, 2 326, 2 565, 2 529, 2 510, 2 300, 1 840, 1 627, 1 241,  894,  780, 1 723, 23 832
1195,2010,   Andorra,,20,C,  205,  435,  578,  643,  972, 1 881, 2 535, 2 587, 2 523, 2 563, 2 313, 1 845, 1 543, 1 135,  865, 2 143, 24 766
1196,2015,   Andorra,,20,C,  399,  328,  470,  573,  580, 1 044, 1 804, 2 182, 2 276, 2 191, 2 166, 1 821, 1 329, 1 057,  816, 1 743, 20 779
1197,2020,   Andorra,,20,C,  241,  422,  427,  650,  920, 1 093, 1 414, 1 949, 2 285, 2 407, 2 300, 2 212, 1 791, 1 268,  998, 1 864, 22 241
1198,1990,   Bosnia and Herzegovina,,70,I R, 1 023,  610,  660, 1 037, 1 401, 1 865, 2 398, 2 898, 3 003, 2 891, 2 542, 2 407, 2 257, 1 805, 1 066, 1 599, 29 462
1199,1995,   Bosnia and Herzegovina,,70,I R, 1 503, 1 457, 1 043, 1 428, 2 731, 3 299, 3 188, 3 103, 3 180, 3 018, 2 805, 2 430, 2 354, 2 096, 1 716, 1 010, 36 361
1200,2000,   Bosnia and Herzegovina,,70,I R, 1 814, 1 812, 1 686, 2 110, 3 818, 5 003, 4 682, 3 900, 3 366, 3 034, 2 663, 2 383, 2 099, 1 887, 1 691, 1 313, 43 261
1201,2005,   Bosnia and Herzegovina,,70,I R, 1 036, 1 053, 1 035, 1 060, 1 503, 2 438, 2 890, 2 559, 2 115, 1 804, 1 599, 1 405, 1 296, 1 096, 1 024,  893, 24 806
1202,2010,   Bosnia and Herzegovina,,70,I R,  847,  829,  798,  882, 1 379, 1 939, 2 288, 2 277, 1 945, 1 572, 1 298, 1 108,  978,  844,  722,  658, 20 364
1203,2015,   Bosnia and Herzegovina,,70,I R,  856,  842,  773,  860, 1 354, 2 017, 2 222, 2 174, 2 024, 1 683, 1 344, 1 087,  933,  773,  665,  578, 20 185
1204,2020,   Bosnia and Herzegovina,,70,I R,  635,  596,  603,  698, 1 208, 1 805, 2 017, 1 891, 1 894, 1 809, 1 512, 1 197, 1 001,  808,  656,  832, 19 162
1205,1990,   Croatia,,191,B, 1 835, 3 757, 5 599, 8 562, 16 220, 25 589, 29 062, 29 012, 25 441, 18 220, 21 590, 18 746, 16 526, 13 013, 6 876, 12 859, 252 907
1206,1995,   Croatia,,191,B, 8 531, 8 662, 8 800, 14 913, 30 309, 37 924, 38 558, 37 345, 34 548, 28 060, 21 176, 24 476, 21 245, 17 949, 12 768, 13 088, 358 352
1207,2000,   Croatia,,191,B, 1 806, 6 205, 11 721, 12 911, 15 172, 20 488, 25 421, 30 332, 30 995, 29 225, 25 455, 20 058, 24 357, 20 940, 16 496, 18 893, 310 475
1208,2005,   Croatia,,191,B, 3 248, 3 884, 6 663, 13 445, 18 767, 19 968, 20 647, 24 064, 28 584, 29 887, 28 327, 24 333, 19 394, 23 102, 19 549, 23 766, 307 628
1209,2010,   Croatia,,191,B, 1 254, 2 771, 5 122, 9 181, 14 367, 16 627, 19 436, 25 201, 26 677, 30 055, 30 349, 28 034, 24 812, 19 112, 21 288, 30 496, 304 782
1210,2015,   Croatia,,191,B,  321, 1 524, 2 916, 6 366, 11 607, 16 576, 18 155, 21 300, 26 037, 28 026, 31 024, 30 075, 27 666, 22 303, 19 717, 37 007, 300 620
1211,2020,   Croatia,,191,B,  179,  434, 1 364, 2 666, 7 496, 12 815, 16 283, 17 804, 21 613, 25 260, 27 889, 31 041, 29 647, 26 575, 19 947, 41 479, 282 492
1212,1990,   Gibraltar*,12,292,B,  287,  258,  255,  267,  419,  549,  555,  461,  369,  258,  185,  131,  91,  45,  22,  29, 4 181
1213,1995,   Gibraltar*,12,292,B,  333,  321,  284,  247,  351,  478,  509,  460,  370,  270,  206,  146,  102,  50,  25,  33, 4 185
1214,2000,   Gibraltar*,12,292,B,  379,  384,  313,  229,  285,  407,  465,  458,  370,  283,  226,  160,  112,  56,  27,  35, 4 189
1215,2005,   Gibraltar*,12,292,B,  419,  398,  336,  258,  328,  459,  539,  508,  418,  322,  254,  186,  130,  65,  32,  41, 4 693
1216,2010,   Gibraltar*,12,292,B,  459,  409,  359,  287,  372,  511,  615,  556,  467,  360,  282,  214,  149,  74,  36,  48, 5 198
1217,2015,   Gibraltar*,12,292,B,  506,  433,  380,  311,  369,  499,  617,  583,  500,  394,  307,  235,  165,  82,  40,  53, 5 474
1218,2020,   Gibraltar*,12,292,B,  385,  331,  303,  383,  479,  494,  526,  567,  518,  436,  345,  280,  216,  143,  66,  62, 5 534
1219,1990,   Greece,,300,B, 14 554, 18 314, 22 870, 23 135, 25 945, 31 740, 29 963, 25 703, 21 833, 16 642, 14 072, 11 062, 10 076, 4 020, 4 289, 13 883, 288 101
1220,1995,   Greece,,300,B, 21 704, 25 105, 27 894, 30 587, 42 314, 49 788, 48 005, 39 930, 35 027, 26 014, 19 152, 12 900, 10 929, 4 256, 4 541, 14 700, 412 846
1221,2000,   Greece,,300,B, 8 623, 20 567, 28 559, 35 138, 53 489, 74 261, 69 871, 55 793, 47 504, 36 668, 25 601, 15 514, 14 151, 11 980, 12 781, 41 371, 551 871
1222,2005,   Greece,,300,B, 7 585, 16 597, 25 046, 36 331, 57 284, 72 935, 70 390, 66 444, 57 243, 45 865, 36 227, 26 570, 19 543, 14 591, 13 558, 36 821, 603 030
1223,2010,   Greece,,300,B, 5 869, 11 709, 20 894, 34 532, 56 869, 70 942, 81 340, 91 354, 78 728, 61 879, 49 358, 36 629, 24 373, 15 441, 12 697, 27 804, 680 418
1224,2015,   Greece,,300,B, 3 018, 6 775, 12 170, 22 673, 39 129, 53 986, 67 367, 80 319, 91 130, 77 674, 61 549, 48 553, 35 561, 23 476, 14 647, 34 368, 672 395
1225,2020,   Greece,,300,B, 11 852, 10 372, 11 447, 19 120, 32 164, 43 515, 57 513, 71 464, 84 687, 90 050, 74 256, 58 756, 44 684, 32 401, 20 407, 35 129, 697 817
1226,1990,   Holy See*,5,336,I,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,  386
1227,1995,   Holy See*,5,336,I,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,  399
1228,2000,   Holy See*,5,336,I,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,  411
1229,2005,   Holy See*,5,336,I,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,  417
1230,2010,   Holy See*,5,336,I,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,  408
1231,2015,   Holy See*,5,336,I,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,  414
1232,2020,   Holy See*,5,336,I,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,  437
1233,1990,   Italy,,380,B, 20 589, 28 945, 43 535, 67 815, 89 886, 94 900, 75 164, 57 964, 45 223, 38 360, 37 269, 32 890, 34 893, 31 470, 32 439, 54 463, 785 805
1234,1995,   Italy,,380,B, 20 240, 32 922, 45 673, 62 655, 89 652, 119 836, 122 418, 101 794, 74 833, 56 576, 48 854, 38 424, 29 087, 24 205, 32 835, 65 397, 965 401
1235,2000,   Italy,,380,B, 18 942, 36 596, 46 653, 52 153, 88 155, 147 900, 172 614, 147 552, 105 772, 75 281, 56 662, 44 229, 33 482, 27 862, 27 126, 64 018,1 144 997
1236,2005,   Italy,,380,B, 25 145, 57 402, 82 716, 106 162, 156 437, 248 630, 295 212, 278 955, 238 275, 183 258, 132 598, 90 200, 68 283, 56 822, 42 729, 71 676,2 134 500
1237,2010,   Italy,,380,B, 43 264, 76 034, 113 902, 177 717, 250 730, 347 024, 403 646, 404 749, 364 187, 294 232, 220 856, 149 473, 92 944, 62 366, 46 934, 75 946,3 124 004
1238,2015,   Italy,,380,B, 19 565, 47 224, 82 177, 131 867, 185 065, 300 380, 370 472, 407 416, 400 861, 360 963, 288 708, 213 130, 138 005, 83 147, 53 282, 85 268,3 167 530
1239,2020,   Italy,,380,B, 23 014, 43 678, 69 917, 108 122, 176 300, 265 499, 361 734, 403 478, 419 615, 404 468, 353 521, 282 149, 201 607, 128 937, 70 208, 108 837,3 421 084
1240,1990,   Malta,,470,B,  276,  721,  794,  895, 1 068,  878,  653,  445,  393,  339,  271,  271,  255,  223,  290,  293, 8 065
1241,1995,   Malta,,470,B,  209,  639,  820,  904, 1 018, 1 217, 1 006,  728,  507,  447,  386,  309,  309,  290,  255,  330, 9 374
1242,2000,   Malta,,470,B,  201,  511,  675,  861,  995, 1 240, 1 297, 1 177,  899,  709,  539,  516,  480,  386,  311,  435, 11 232
1243,2005,   Malta,,470,B,  188,  362,  505,  784,  934, 1 226, 1 531, 1 574, 1 255,  944,  675,  704,  631,  468,  357,  523, 12 661
1244,2010,   Malta,,470,B,  288,  344,  428,  646, 1 319, 1 738, 1 811, 1 765, 1 900, 1 313, 1 002,  786,  812,  618,  437,  683, 15 890
1245,2015,   Malta,,470,B,  475,  751,  642,  760, 1 947, 2 983, 2 957, 2 618, 2 376, 2 300, 1 631, 1 282,  959, 1 006,  688,  935, 24 310
1246,2020,   Malta,,470,B,  526, 1 308, 1 265, 1 289, 3 782, 8 065, 7 392, 5 799, 4 572, 3 643, 3 217, 2 223, 1 668, 1 245, 1 194, 1 517, 48 705
1247,1990,   Montenegro,,499,B,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1248,1995,   Montenegro,,499,B,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1249,2000,   Montenegro,,499,B,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1250,2005,   Montenegro,,499,B,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1251,2010,   Montenegro,,499,B,  587,  787, 1 227, 1 815, 2 520, 3 485, 4 543, 4 343, 4 136, 4 035, 4 207, 4 267, 3 990, 1 976, 2 447, 2 508, 46 873
1252,2015,   Montenegro,,499,B,  250,  607,  698, 1 299, 2 518, 3 261, 3 421, 3 893, 3 733, 3 640, 3 675, 3 942, 4 070, 3 634, 1 680, 3 220, 43 541
1253,2020,   Montenegro,,499,B,  342,  494,  629,  899, 2 310, 3 814, 3 724, 3 180, 3 583, 3 449, 3 424, 3 501, 3 790, 3 723, 3 156, 2 986, 43 004
1254,1990,   North Macedonia,,807,B, 1 555, 1 144,  815, 1 640, 2 880, 3 134, 3 917, 4 762, 5 135, 5 450, 6 018, 5 790, 4 586, 3 380, 2 740, 2 535, 55 481
1255,1995,   North Macedonia,,807,B, 2 303, 1 297, 1 335,  491, 3 385, 3 170, 4 104, 4 966, 6 066, 5 833, 6 791, 7 153, 6 249, 4 363, 3 456, 2 800, 63 762
1256,2000,   North Macedonia,,807,B, 2 669, 2 098, 1 495, 1 089, 2 193, 3 851, 4 192, 5 239, 6 370, 6 868, 7 291, 8 048, 7 745, 6 135, 4 521, 3 476, 73 280
1257,2005,   North Macedonia,,807,B, 2 707, 2 429, 1 807, 1 341, 1 677, 3 095, 4 120, 4 822, 5 936, 6 768, 7 240, 7 843, 8 074, 7 102, 5 453, 4 033, 74 447
1258,2010,   North Macedonia,,807,B, 2 736, 2 588, 2 147, 1 624, 1 554, 2 440, 3 712, 4 591, 5 523, 6 521, 7 191, 7 743, 8 170, 7 792, 6 447, 4 855, 75 634
1259,2015,   North Macedonia,,807,B, 2 797, 2 722, 2 420, 1 929, 1 632, 2 036, 3 143, 4 246, 5 170, 6 157, 7 008, 7 634, 8 134, 8 159, 7 279, 5 768, 76 234
1260,2020,   North Macedonia,,807,B, 2 925, 2 557, 2 450, 2 210, 3 043, 3 535, 4 203, 4 589, 4 784, 5 025, 5 660, 6 259, 6 714, 7 066, 6 985, 8 566, 76 571
1261,1990,   Portugal,,620,B, 3 766, 9 479, 19 184, 44 686, 33 626, 23 802, 20 496, 16 725, 11 166, 8 177, 7 463, 7 153, 6 610, 3 842, 4 068, 5 617, 225 860
1262,1995,   Portugal,,620,B, 7 220, 13 448, 24 490, 32 751, 36 931, 36 656, 29 013, 22 240, 16 738, 12 211, 9 181, 7 766, 6 756, 4 807, 6 108, 7 169, 273 485
1263,2000,   Portugal,,620,B, 5 309, 11 466, 15 788, 21 781, 35 305, 59 729, 45 740, 33 806, 27 072, 20 586, 13 384, 9 747, 8 616, 6 777, 6 747, 9 300, 331 153
1264,2005,   Portugal,,620,B, 4 913, 9 435, 15 427, 22 377, 37 356, 52 245, 59 986, 54 084, 40 657, 29 024, 19 867, 13 388, 10 794, 8 040, 8 108, 8 709, 394 410
1265,2010,   Portugal,,620,B, 2 272, 7 032, 13 298, 19 929, 25 405, 41 132, 61 758, 69 375, 48 786, 30 722, 23 155, 14 808, 11 006, 8 703, 4 883, 9 025, 391 289
1266,2015,   Portugal,,620,B, 3 971, 6 243, 8 992, 20 947, 30 421, 36 657, 46 436, 58 273, 78 971, 51 899, 36 899, 27 161, 21 190, 14 463, 9 303, 14 598, 466 424
1267,2020,   Portugal,,620,B, 3 995, 10 115, 9 732, 15 293, 33 276, 43 234, 44 019, 51 294, 63 603, 75 584, 47 682, 35 951, 31 914, 20 700, 12 422, 23 213, 522 027
1268,1990,   San Marino,,674,C,  80,  81,  79,  77,  147,  233,  237,  188,  138,  92,  72,  52,  39,  24,  16,  27, 1 582
1269,1995,   San Marino,,674,C,  72,  88,  82,  79,  171,  259,  279,  217,  165,  106,  66,  44,  31,  20,  12,  28, 1 719
1270,2000,   San Marino,,674,C,  64,  96,  85,  82,  199,  291,  325,  249,  194,  121,  61,  37,  23,  16,  10,  17, 1 870
1271,2005,   San Marino,,674,C,  65,  86,  92,  107,  187,  253,  289,  255,  217,  154,  91,  49,  22,  17,  10,  22, 1 916
1272,2010,   San Marino,,674,C,  70,  83,  107,  141,  192,  234,  274,  282,  258,  202,  132,  65,  22,  18,  11,  28, 2 119
1273,2015,   San Marino,,674,C,  89,  88,  111,  146,  198,  244,  288,  304,  285,  231,  158,  86,  34,  23,  14,  29, 2 328
1274,2020,   San Marino,,674,C,  97,  97,  122,  160,  216,  267,  315,  333,  312,  253,  174,  94,  37,  25,  14,  36, 2 552
1275,1990,   Serbia*,,688,B, 1 264, 1 644, 1 921, 2 396, 2 657, 3 248, 3 939, 4 624, 5 015, 5 354, 4 377, 3 368, 3 289, 2 331, 2 911, 4 219, 52 557
1276,1995,   Serbia*,,688,B, 2 329, 6 843, 13 967, 18 393, 21 997, 27 750, 30 730, 36 165, 42 121, 48 482, 42 689, 35 159, 36 682, 29 604, 36 081, 51 854, 480 846
1277,2000,   Serbia*,,688,B, 1 511, 6 741, 15 283, 20 248, 24 443, 30 952, 33 892, 39 904, 46 882, 54 411, 48 273, 40 017, 41 993, 34 240, 41 654, 59 827, 540 271
1278,2005,   Serbia*,,688,B, 1 598, 4 502, 8 890, 13 767, 20 140, 25 180, 28 801, 34 482, 37 645, 43 445, 43 606, 42 739, 40 805, 30 560, 39 239, 56 361, 471 760
1279,2010,   Serbia*,,688,B, 1 868, 2 955, 3 959, 9 326, 18 390, 22 700, 27 307, 33 335, 33 369, 38 143, 44 203, 49 824, 44 317, 30 847, 41 445, 59 530, 461 518
1280,2015,   Serbia*,,688,B, 1 934, 2 515, 3 620, 6 953, 14 487, 21 533, 26 171, 31 725, 34 929, 37 416, 43 091, 49 194, 49 252, 39 401, 37 836, 52 204, 452 261
1281,2020,   Serbia*,,688,B, 2 609, 1 981, 2 579, 3 706, 7 171, 15 014, 22 236, 26 947, 32 595, 35 699, 37 940, 43 565, 49 762, 50 134, 40 809, 87 771, 460 518
1282,1990,   Slovenia,,705,B,  415,  867, 1 539, 2 184, 3 305, 4 754, 6 929, 10 634, 13 132, 12 293, 8 352, 5 987, 5 325, 4 411, 3 455, 4 981, 88 563
1283,1995,   Slovenia,,705,B,  520, 1 303, 2 228, 3 117, 4 016, 6 389, 9 658, 11 281, 10 499, 8 798, 6 839, 5 060, 4 137, 3 359, 2 450, 4 510, 84 164
1284,2000,   Slovenia,,705,B,  468,  977, 1 733, 2 459, 3 723, 5 354, 7 800, 11 975, 14 789, 13 844, 9 406, 6 742, 5 998, 4 967, 3 891, 5 610, 99 736
1285,2005,   Slovenia,,705,B, 1 022, 1 827, 2 608, 3 323, 4 677, 7 355, 10 262, 10 872, 10 054, 9 963, 10 092, 8 098, 5 513, 4 876, 3 689, 6 246, 100 477
1286,2010,   Slovenia,,705,B, 1 343, 1 751, 2 065, 2 321, 4 069, 6 024, 7 440, 8 625, 10 521, 13 100, 13 583, 10 935, 7 414, 6 801, 5 093, 7 563, 108 648
1287,2015,   Slovenia,,705,B,  911, 1 837, 2 219, 2 699, 3 847, 5 940, 7 065, 7 468, 7 993, 9 761, 12 093, 12 238, 9 661, 6 267, 4 826, 8 331, 103 156
1288,2020,   Slovenia,,705,B,  914, 2 331, 2 958, 3 364, 4 794, 6 151, 8 024, 8 555, 8 782, 8 972, 10 922, 12 716, 12 176, 8 830, 5 628, 10 032, 115 149
1289,1990,   Spain*,,724,B, 13 471, 22 465, 32 094, 46 032, 50 992, 50 532, 37 501, 31 447, 25 466, 20 447, 16 922, 17 046, 15 951, 14 671, 11 792, 24 328, 431 157
1290,1995,   Spain*,,724,B, 13 686, 21 981, 27 191, 34 685, 53 304, 68 206, 66 271, 58 056, 41 214, 30 501, 23 465, 19 826, 16 721, 13 336, 12 379, 20 131, 520 953
1291,2000,   Spain*,,724,B, 19 900, 31 336, 35 539, 41 556, 78 944, 111 930, 117 105, 103 747, 71 418, 51 634, 38 802, 30 617, 24 657, 17 697, 18 310, 26 035, 819 227
1292,2005,   Spain*,,724,B, 27 786, 66 205, 92 436, 104 614, 173 918, 260 130, 282 014, 246 709, 196 760, 146 585, 105 021, 76 274, 59 641, 46 833, 35 045, 46 575,1 966 546
1293,2010,   Spain*,,724,B, 32 192, 98 384, 146 855, 160 338, 269 023, 402 495, 431 537, 376 287, 317 042, 239 458, 168 218, 120 724, 94 369, 71 055, 47 160, 66 691,3 041 828
1294,2015,   Spain*,,724,B, 17 630, 51 823, 105 694, 153 626, 199 932, 291 282, 376 761, 396 201, 354 130, 302 669, 229 453, 160 649, 117 422, 93 094, 66 380, 90 462,3 007 208
1295,2020,   Spain*,,724,B, 34 198, 60 414, 90 226, 156 447, 249 335, 317 535, 377 975, 435 119, 424 513, 373 033, 315 343, 233 035, 165 371, 122 425, 89 600, 124 860,3 569 429
1303,1990,   Austria,,40,B, 6 083, 11 796, 17 017, 21 167, 26 267, 35 981, 41 922, 39 916, 35 613, 32 664, 30 282, 27 174, 27 269, 24 455, 11 667, 35 679, 424 952
1304,1995,   Austria,,40,B, 6 780, 10 038, 15 010, 21 888, 33 670, 41 257, 44 121, 45 282, 43 304, 39 223, 34 118, 31 303, 27 464, 26 242, 21 307, 30 584, 471 591
1305,2000,   Austria,,40,B, 7 023, 10 720, 20 715, 22 350, 31 715, 48 412, 56 123, 49 417, 42 068, 43 553, 36 463, 33 810, 27 868, 20 382, 18 740, 48 870, 518 229
1306,2005,   Austria,,40,B, 6 554, 11 838, 18 953, 22 835, 40 499, 55 980, 61 101, 59 724, 53 424, 49 200, 41 952, 39 169, 31 026, 26 301, 20 827, 48 857, 588 240
1307,2010,   Austria,,40,B, 6 074, 12 982, 17 218, 23 164, 51 345, 64 265, 66 024, 71 664, 67 358, 55 180, 47 922, 45 052, 34 293, 33 695, 22 981, 48 493, 667 710
1308,2015,   Austria,,40,B, 7 996, 13 740, 18 398, 24 481, 49 230, 77 768, 80 942, 76 861, 78 874, 72 386, 58 188, 49 213, 44 396, 33 231, 31 764, 51 118, 768 586
1309,2020,   Austria,,40,B, 8 965, 19 657, 22 671, 28 822, 53 291, 80 672, 96 262, 92 462, 86 620, 85 917, 74 498, 58 143, 49 189, 41 266, 31 267, 60 086, 889 788
1310,1990,   Belgium,,56,B, 13 522, 32 895, 44 747, 53 773, 56 943, 58 863, 55 436, 50 684, 44 503, 38 484, 39 933, 37 901, 34 307, 22 478, 17 043, 24 528, 626 040
1311,1995,   Belgium,,56,B, 10 825, 26 266, 35 039, 43 982, 50 237, 57 889, 60 044, 58 119, 51 288, 45 447, 44 581, 39 598, 35 245, 27 254, 20 664, 29 737, 636 215
1312,2000,   Belgium,,56,B, 7 926, 19 243, 24 785, 33 119, 41 500, 55 319, 63 396, 64 585, 57 193, 51 550, 48 158, 40 418, 35 340, 31 436, 23 834, 34 291, 632 093
1313,2005,   Belgium,,56,B, 8 527, 17 259, 22 295, 28 286, 41 506, 56 753, 63 055, 64 027, 57 935, 52 610, 48 601, 41 160, 34 985, 28 781, 22 069, 39 960, 627 809
1314,2010,   Belgium,,56,B, 10 994, 19 603, 24 983, 30 694, 54 147, 72 240, 76 458, 77 548, 71 289, 67 394, 61 631, 51 259, 42 361, 33 133, 26 089, 57 102, 776 925
1315,2015,   Belgium,,56,B, 12 140, 24 470, 29 366, 35 686, 56 765, 87 169, 94 979, 91 983, 87 334, 77 443, 70 757, 62 843, 50 600, 40 409, 30 917, 60 638, 913 499
1316,2020,   Belgium,,56,B, 12 441, 26 670, 34 120, 39 145, 58 852, 89 507, 106 501, 105 555, 98 537, 90 664, 78 703, 70 162, 60 019, 46 398, 37 713, 66 375,1 021 362
1317,1990,   France*,13,250,B, 22 782, 50 801, 83 605, 115 844, 163 638, 231 106, 301 716, 312 091, 286 641, 222 747, 190 667, 175 912, 175 905, 145 133, 132 372, 286 931,2 897 891
1318,1995,   France*,13,250,B, 24 488, 50 923, 78 295, 106 803, 159 918, 220 263, 280 262, 310 641, 312 478, 274 695, 234 892, 200 111, 186 389, 154 728, 141 124, 305 900,3 041 910
1319,2000,   France*,13,250,B, 26 194, 51 054, 73 013, 97 809, 156 235, 209 488, 258 905, 309 241, 338 282, 326 521, 279 013, 224 266, 196 869, 164 316, 149 868, 324 855,3 185 929
1320,2005,   France*,13,250,B, 37 441, 68 692, 81 863, 110 998, 181 823, 238 440, 271 050, 285 829, 305 653, 335 807, 336 599, 291 943, 224 640, 170 381, 149 962, 345 620,3 436 741
1321,2010,   France*,13,250,B, 38 848, 69 599, 91 130, 112 034, 201 630, 261 795, 298 378, 311 443, 319 304, 343 683, 354 417, 337 567, 271 092, 207 267, 161 331, 375 941,3 755 459
1322,2015,   France*,13,250,B, 44 362, 78 316, 99 961, 127 996, 194 385, 275 440, 334 564, 344 392, 346 879, 335 613, 346 101, 353 266, 323 614, 266 609, 188 737, 409 530,4 069 765
1323,2020,   France*,13,250,B, 50 966, 91 918, 112 659, 141 675, 204 594, 273 186, 357 269, 386 905, 375 799, 358 036, 343 405, 348 578, 350 419, 307 313, 238 077, 453 340,4 394 139
1324,1990,   Germany,,276,B, 17 102, 47 639, 100 359, 156 952, 252 366, 320 951, 349 378, 329 597, 281 821, 223 425, 161 011, 122 668, 85 813, 67 195, 52 665, 74 111,2 643 053
1325,1995,   Germany,,276,B, 30 344, 66 712, 124 584, 205 265, 302 488, 376 701, 413 642, 403 013, 373 066, 310 091, 259 484, 206 815, 173 993, 110 786, 86 830, 122 195,3 566 009
1326,2000,   Germany,,276,B, 43 588, 85 786, 148 810, 253 580, 352 611, 432 452, 477 908, 476 430, 464 313, 396 758, 357 958, 290 964, 262 174, 154 377, 120 995, 170 261,4 488 965
1327,2005,   Germany,,276,B, 32 770, 73 733, 125 620, 242 138, 372 311, 454 238, 497 022, 498 843, 486 099, 423 288, 418 737, 325 886, 239 407, 185 739, 145 575, 204 863,4 726 269
1328,2010,   Germany,,276,B, 16 750, 47 367, 81 769, 152 794, 319 004, 466 924, 523 619, 553 492, 522 614, 501 015, 448 678, 403 598, 306 655, 214 538, 168 147, 236 610,4 963 574
1329,2015,   Germany,,276,B, 34 919, 74 669, 80 872, 115 470, 301 480, 518 557, 562 813, 553 505, 525 508, 481 286, 473 585, 415 774, 317 081, 255 241, 175 134, 296 563,5 182 457
1330,2020,   Germany,,276,B, 75 128, 180 071, 182 719, 175 187, 316 689, 545 875, 725 079, 743 323, 732 864, 686 376, 599 523, 540 304, 480 562, 401 349, 323 987,1 161 786,7 870 822
1331,1990,   Liechtenstein,,438,B,  370,  366,  356,  365,  477,  549,  523,  440,  376,  323,  226,  135,  111,  126,  75,  132, 4 950
1332,1995,   Liechtenstein,,438,B,  469,  456,  444,  458,  609,  707,  673,  557,  469,  399,  282,  164,  137,  155,  95,  169, 6 243
1333,2000,   Liechtenstein,,438,B,  294,  307,  376,  368,  396,  470,  671,  798,  864,  824,  660,  520,  402,  211,  124,  218, 7 503
1334,2005,   Liechtenstein,,438,B,  462,  471,  528,  526,  610,  715,  879,  952,  973,  909,  708,  535,  406,  306,  176,  308, 9 464
1335,2010,   Liechtenstein,,438,B,  398,  387,  417,  428,  674,  980, 1 109, 1 206, 1 204, 1 064,  893,  733,  582,  512,  296,  592, 11 475
1336,2015,   Liechtenstein,,438,B,  485,  416,  419,  443,  488,  759, 1 038, 1 178, 1 278, 1 255, 1 095,  895,  708,  556,  477,  704, 12 194
1337,2020,   Liechtenstein,,438,B,  832,  462,  454,  444,  476,  617,  951, 1 189, 1 245, 1 340, 1 296, 1 071,  830,  640,  528,  883, 13 258
1338,1990,   Luxembourg,,442,B, 1 451, 1 887, 2 085, 2 617, 4 591, 6 313, 6 411, 5 814, 5 626, 4 219, 3 670, 3 011, 2 947, 2 021, 1 687, 3 383, 57 733
1339,1995,   Luxembourg,,442,B, 1 318, 2 034, 2 450, 2 751, 4 470, 6 814, 7 600, 7 042, 6 255, 4 930, 4 404, 3 348, 3 070, 2 089, 1 743, 3 496, 63 814
1340,2000,   Luxembourg,,442,B, 1 201, 2 197, 2 834, 2 911, 4 393, 7 388, 8 865, 8 354, 6 958, 5 694, 5 151, 3 696, 3 212, 2 169, 1 811, 3 630, 70 464
1341,2005,   Luxembourg,,442,B, 1 191, 2 256, 3 074, 3 201, 4 690, 7 823, 8 934, 8 541, 7 684, 6 633, 5 913, 4 265, 3 434, 2 288, 1 910, 3 830, 75 667
1342,2010,   Luxembourg,,442,B, 1 194, 2 340, 3 351, 3 529, 5 045, 8 351, 9 093, 8 830, 8 509, 7 661, 6 751, 4 867, 3 670, 2 432, 2 030, 4 069, 81 722
1343,2015,   Luxembourg,,442,B, 1 612, 3 289, 3 927, 4 442, 6 022, 10 761, 13 445, 14 182, 13 726, 12 570, 10 451, 7 861, 6 131, 4 912, 3 351, 6 077, 122 759
1344,2020,   Luxembourg,,442,B, 1 935, 3 712, 4 412, 5 025, 7 196, 12 520, 15 591, 16 153, 15 872, 14 944, 13 031, 10 345, 7 667, 6 037, 4 480, 7 489, 146 409
1345,1990,   Monaco,,492,B,  248,  259,  273,  327,  450,  620,  762,  824,  817,  786,  848,  814,  733,  834,  752, 1 541, 10 888
1346,1995,   Monaco,,492,B,  256,  272,  274,  302,  390,  561,  749,  861,  879,  847,  866,  873,  825,  731,  811, 1 608, 11 105
1347,2000,   Monaco,,492,B,  248,  289,  279,  292,  338,  474,  693,  865,  926,  901,  893,  941,  908,  806,  804, 1 672, 11 329
1348,2005,   Monaco,,492,B,  188,  310,  269,  289,  294,  382,  569,  814,  915,  936,  868,  918,  966,  849,  745, 1 678, 10 990
1349,2010,   Monaco,,492,B,  188,  250,  291,  281,  293,  340,  478,  697,  871,  931,  908,  899,  949,  915,  811, 1 705, 10 807
1350,2015,   Monaco,,492,B,  184,  309,  265,  279,  280,  492,  697,  904,  974, 1 296, 1 198, 1 076, 1 156, 1 157,  966, 2 151, 13 384
1351,2020,   Monaco,,492,B,  126,  271,  328,  333,  580,  728,  659,  746,  850,  928, 1 283, 1 158, 1 093, 1 136, 1 088, 2 397, 13 704
