Index,Year,"Region, development group, country or area",Notes,Location code,Type of data,0-4,5-9,10-14, 15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75+,Total
1144,2000,   Latvia,,428,B,  726, 1 089, 2 192, 3 552, 4 622, 6 316, 9 176, 14 111, 18 438, 20 455, 20 539, 19 000, 16 842, 13 844, 13 636, 13 094, 177 632
1145,2005,   Latvia,,428,B, 1 241, 1 600, 1 263, 2 184, 6 379, 7 029, 5 747, 7 197, 12 132, 16 427, 18 681, 18 424, 16 294, 13 771, 10 865, 15 511, 154 745
1146,2010,   Latvia,,428,B,  980,  535,  519, 1 004, 2 255, 3 634, 4 277, 5 453, 8 501, 13 276, 16 529, 15 724, 13 328, 11 570, 13 213, 13 877, 124 675
1147,2015,   Latvia,,428,B, 1 942,  923,  499,  551, 1 111, 2 039, 3 057, 3 570, 4 838, 7 550, 12 043, 14 791, 13 759, 11 357, 9 144, 16 837, 104 011
1148,2020,   Latvia,,428,B, 1 755, 2 357,  906,  740, 1 811, 2 140, 3 068, 3 791, 4 078, 5 173, 8 050, 12 023, 13 584, 12 138, 8 600, 16 808, 97 022
1149,1990,   Lithuania,,440,B, 4 727, 3 695, 4 214, 5 321, 8 299, 14 196, 18 228, 17 670, 15 121, 12 619, 11 145, 11 278, 14 069, 11 037, 8 078, 4 888, 164 585
1150,1995,   Lithuania,,440,B, 1 987, 2 208, 2 241, 3 191, 4 177, 5 700, 9 019, 13 028, 15 627, 15 051, 12 246, 9 686, 9 885, 10 747, 8 108, 5 740, 128 641
1151,2000,   Lithuania,,440,B,  323,  663, 1 281, 2 441, 3 296, 3 878, 5 512, 9 395, 13 574, 14 130, 11 325, 8 307, 8 617, 8 363, 6 322, 3 119, 100 546
1152,2005,   Lithuania,,440,B, 1 557, 1 799, 1 091, 1 336, 2 168, 3 617, 4 709, 5 453, 8 224, 11 209, 12 761, 11 166, 8 603, 6 427, 7 968, 6 101, 94 189
1153,2010,   Lithuania,,440,B, 1 583, 1 208,  590,  860, 1 498, 2 438, 2 825, 3 526, 5 055, 8 475, 10 618, 8 760, 5 839, 4 216, 5 864, 6 251, 69 606
1154,2015,   Lithuania,,440,B, 4 251,  783,  662,  417,  890, 1 576, 2 190, 2 298, 2 990, 4 502, 7 225, 9 169, 6 646, 4 268, 3 230, 6 411, 57 508
1155,2020,   Lithuania,,440,B, 5 537, 2 448,  739,  659, 1 391, 3 012, 4 988, 5 170, 4 980, 5 622, 6 260, 8 034, 9 141, 5 878, 3 296, 5 993, 73 148
1156,1990,   Norway*,,578,B, 2 769, 4 805, 4 610, 5 350, 9 570, 14 234, 13 504, 11 191, 9 895, 7 645, 4 455, 3 205, 2 668, 2 651, 1 386, 1 624, 99 562
1157,1995,   Norway*,,578,B, 2 969, 5 377, 6 007, 6 919, 10 181, 14 244, 15 218, 14 181, 11 921, 9 231, 6 544, 4 950, 3 155, 2 942, 1 545, 1 838, 117 222
1158,2000,   Norway*,,578,B, 3 421, 6 405, 7 914, 9 076, 11 657, 15 461, 18 218, 18 365, 14 950, 11 596, 9 185, 7 114, 3 914, 3 486, 1 843, 2 221, 144 826
1159,2005,   Norway*,,578,B, 3 815, 6 922, 8 683, 10 107, 13 428, 19 896, 22 267, 21 806, 19 158, 15 914, 11 791, 8 473, 5 668, 3 928, 2 078, 2 510, 176 444
1160,2010,   Norway*,,578,B, 5 497, 9 787, 12 352, 14 515, 19 809, 31 149, 33 812, 32 470, 29 636, 25 391, 18 242, 12 622, 9 316, 5 717, 3 071, 3 849, 267 235
1161,2015,   Norway*,,578,B, 7 059, 13 846, 15 158, 18 793, 26 540, 45 140, 55 019, 49 803, 42 451, 35 527, 28 596, 19 734, 12 673, 8 767, 5 106, 5 158, 389 370
1162,2020,   Norway*,,578,B, 5 276, 13 165, 18 630, 22 294, 27 449, 41 552, 57 446, 58 780, 50 279, 41 487, 34 325, 26 075, 17 071, 10 801, 7 497, 7 079, 439 206
1163,1990,   Sweden,,752,B, 4 937, 9 583, 13 956, 19 830, 24 870, 37 312, 42 503, 42 537, 41 496, 34 284, 30 129, 25 132, 19 483, 14 101, 10 758, 12 174, 383 085
1164,1995,   Sweden,,752,B, 6 034, 17 772, 23 258, 22 400, 25 897, 38 339, 50 171, 47 973, 43 094, 41 881, 35 617, 31 232, 23 161, 18 576, 13 323, 12 217, 450 945
1165,2000,   Sweden,,752,B, 4 671, 11 526, 22 390, 27 369, 27 842, 35 880, 45 909, 53 271, 48 722, 42 949, 41 068, 34 377, 29 564, 21 130, 15 921, 17 622, 480 211
1166,2005,   Sweden,,752,B, 5 319, 12 285, 17 646, 28 382, 36 699, 44 793, 47 906, 52 275, 56 175, 50 202, 43 258, 40 498, 33 339, 27 651, 18 481, 23 581, 538 490
1167,2010,   Sweden,,752,B, 8 022, 16 681, 22 263, 30 186, 45 631, 65 925, 64 425, 59 437, 60 849, 59 519, 50 420, 42 727, 38 403, 31 376, 23 538, 28 602, 648 004
1168,2015,   Sweden,,752,B, 9 975, 23 050, 29 425, 39 996, 48 760, 75 491, 88 115, 78 404, 68 694, 66 272, 62 266, 51 089, 42 141, 36 579, 28 458, 38 155, 786 870
1169,2020,   Sweden,,752,B, 13 267, 34 180, 43 404, 61 082, 69 317, 88 331, 111 055, 107 796, 91 266, 77 772, 72 766, 63 661, 51 507, 40 551, 33 436, 48 615,1 008 006
1170,1990,   United Kingdom*,11,826,B, 32 048, 54 667, 62 008, 79 568, 124 603, 172 311, 192 271, 179 477, 151 323, 126 133, 136 490, 120 982, 107 943, 97 784, 58 667, 60 173,1 756 448
1171,1995,   United Kingdom*,11,826,B, 37 344, 43 677, 63 779, 101 640, 164 260, 180 723, 219 725, 202 486, 180 462, 154 104, 130 507, 127 415, 106 825, 108 609, 86 222, 70 933,1 978 711
1172,2000,   United Kingdom*,11,826,B, 40 346, 62 231, 78 122, 109 908, 169 560, 220 558, 230 166, 221 068, 214 310, 185 764, 152 107, 121 175, 125 420, 103 932, 81 955, 112 006,2 228 628
1173,2005,   United Kingdom*,11,826,B, 51 699, 59 179, 76 510, 143 280, 309 117, 348 681, 345 977, 276 707, 243 123, 210 996, 171 126, 143 353, 117 788, 118 105, 85 247, 117 289,2 818 177
1174,2010,   United Kingdom*,11,826,B, 52 701, 100 795, 122 750, 150 357, 299 278, 438 991, 458 067, 378 612, 327 066, 256 157, 218 441, 164 864, 120 651, 113 586, 101 539, 150 601,3 454 456
1175,2015,   United Kingdom*,11,826,B, 56 142, 118 408, 145 964, 175 835, 294 373, 429 352, 527 759, 522 717, 413 898, 312 236, 266 619, 213 560, 145 587, 112 630, 103 645, 182 530,4 021 255
1176,2020,   United Kingdom*,11,826,B, 58 985, 128 676, 160 488, 203 704, 295 140, 412 666, 555 540, 563 483, 491 929, 403 482, 301 917, 247 069, 194 207, 138 779, 107 125, 201 233,4 464 423
1184,1990,   Albania,,8,B, 1 802, 1 914, 2 322, 2 675, 3 524, 3 654, 4 057, 3 818, 2 532, 1 416,  885,  688,  463,  263,  257,  309, 30 579
1185,1995,   Albania,,8,B, 3 174, 3 188, 3 173, 3 193, 3 527, 3 525, 3 579, 3 251, 2 170, 1 234,  831,  668,  465,  342,  406,  558, 33 284
1186,2000,   Albania,,8,B, 3 883, 3 841, 3 371, 2 824, 2 520, 3 070, 2 906, 3 207, 2 839, 1 912, 1 315,  946,  762,  722,  871, 1 001, 35 990
1187,2005,   Albania,,8,B, 4 698, 4 565, 3 743, 2 713, 2 532, 2 194, 2 001, 1 948, 1 755, 1 265, 1 024,  780,  658,  779, 1 027, 1 311, 32 993
1188,2010,   Albania,,8,B, 4 776, 4 595, 3 591, 2 270, 2 191, 1 265, 1 064,  801,  785,  659,  701,  573,  513,  736, 1 026, 1 355, 26 901
1189,2015,   Albania,,8,B, 4 676, 3 553, 3 299, 2 498, 1 908, 2 418, 1 392, 1 256,  932,  771,  614,  593,  487,  381,  514, 1 225, 26 517
1190,2020,   Albania,,8,B, 4 837, 3 553, 2 623, 2 550, 2 393, 1 917, 1 972, 1 193,  929,  624,  438,  282,  285,  272,  202,  838, 24 908
1191,1990,   Andorra,,20,C,  504,  857,  986,  985, 1 622, 2 579, 2 762, 2 406, 1 948, 1 376, 1 126,  991,  955,  694,  465,  734, 20 990
1192,1995,   Andorra,,20,C,  370,  685,  994, 1 291, 1 743, 2 369, 2 974, 2 957, 2 471, 1 933, 1 370, 1 120,  989,  965,  581,  776, 23 588
1193,2000,   Andorra,,20,C,  142,  334,  564,  684, 1 051, 1 739, 2 476, 2 758, 2 606, 2 108, 1 876, 1 412, 1 061,  950,  875, 1 457, 22 093
1194,2005,   Andorra,,20,C,  272,  485,  574,  735, 1 395, 2 505, 2 885, 3 011, 3 030, 2 678, 2 063, 1 749, 1 310,  994,  865, 1 915, 26 466
1195,2010,   Andorra,,20,C,  198,  428,  572,  628,  973, 1 972, 2 844, 3 071, 3 035, 2 976, 2 537, 1 947, 1 626, 1 228,  937, 2 315, 27 287
1196,2015,   Andorra,,20,C,  358,  303,  434,  524,  544, 1 027, 1 898, 2 432, 2 575, 2 388, 2 226, 1 799, 1 311, 1 073,  828, 1 765, 21 485
1197,2020,   Andorra,,20,C,  223,  397,  404,  607,  877, 1 095, 1 510, 2 215, 2 630, 2 670, 2 411, 2 226, 1 801, 1 311, 1 033, 1 923, 23 333
1198,1990,   Bosnia and Herzegovina,,70,I R, 1 279,  753,  802, 1 154, 1 342, 1 595, 1 991, 2 500, 2 639, 2 574, 2 281, 2 165, 1 878, 1 503,  833, 1 249, 26 538
1199,1995,   Bosnia and Herzegovina,,70,I R, 1 867, 1 785, 1 258, 1 583, 2 601, 2 804, 2 647, 2 663, 2 779, 2 673, 2 502, 2 172, 1 947, 1 734, 1 332,  768, 33 115
1200,2000,   Bosnia and Herzegovina,,70,I R, 2 251, 2 218, 2 032, 2 336, 3 636, 4 247, 3 873, 3 345, 2 941, 2 684, 2 373, 2 130, 1 734, 1 561, 1 311, 1 019, 39 691
1201,2005,   Bosnia and Herzegovina,,70,I R, 1 277, 1 281, 1 237, 1 165, 1 420, 2 054, 2 376, 2 177, 1 832, 1 584, 1 413, 1 245, 1 061,  900,  786,  673, 22 481
1202,2010,   Bosnia and Herzegovina,,70,I R, 1 049, 1 015,  961,  976, 1 311, 1 642, 1 882, 1 952, 1 694, 1 389, 1 157,  989,  807,  696,  559,  502, 18 581
1203,2015,   Bosnia and Herzegovina,,70,I R, 1 060, 1 029,  930,  950, 1 286, 1 707, 1 830, 1 856, 1 761, 1 485, 1 196,  969,  770,  638,  515,  430, 18 412
1204,2020,   Bosnia and Herzegovina,,70,I R,  784,  724,  710,  737, 1 126, 1 501, 1 608, 1 585, 1 633, 1 567, 1 322, 1 047,  799,  646,  491,  600, 16 880
1205,1990,   Croatia,,191,B, 1 952, 3 886, 5 853, 8 354, 12 406, 19 901, 24 921, 26 350, 23 352, 18 567, 23 757, 19 868, 14 700, 8 567, 3 895, 6 202, 222 531
1206,1995,   Croatia,,191,B, 8 966, 9 002, 9 102, 14 932, 25 757, 30 523, 33 098, 33 141, 31 331, 27 138, 21 031, 24 122, 19 439, 13 770, 8 220, 6 161, 315 733
1207,2000,   Croatia,,191,B, 1 902, 6 559, 12 142, 13 430, 14 503, 17 300, 22 133, 26 647, 28 134, 27 162, 23 103, 18 612, 23 218, 18 920, 12 211, 8 847, 274 823
1208,2005,   Croatia,,191,B, 3 415, 4 000, 6 928, 13 972, 18 185, 18 029, 18 958, 21 813, 26 052, 27 115, 25 536, 22 203, 17 043, 20 171, 15 268, 12 957, 271 645
1209,2010,   Croatia,,191,B, 1 319, 2 786, 5 355, 9 550, 14 143, 16 082, 18 862, 23 620, 24 466, 26 678, 27 234, 25 209, 20 138, 16 160, 17 577, 19 287, 268 466
1210,2015,   Croatia,,191,B,  278, 1 633, 3 117, 6 791, 11 948, 15 517, 17 330, 20 464, 23 911, 25 168, 26 968, 26 320, 23 436, 17 193, 15 725, 24 674, 260 473
1211,2020,   Croatia,,191,B,  171,  436, 1 429, 3 015, 9 748, 14 227, 16 318, 18 162, 21 342, 23 497, 24 547, 25 797, 24 920, 20 411, 14 328, 27 216, 245 564
1212,1990,   Gibraltar*,12,292,B,  302,  264,  250,  253,  394,  556,  580,  524,  443,  319,  233,  166,  117,  59,  30,  38, 4 528
1213,1995,   Gibraltar*,12,292,B,  296,  277,  245,  219,  308,  426,  473,  476,  418,  325,  261,  192,  134,  68,  34,  44, 4 196
1214,2000,   Gibraltar*,12,292,B,  288,  289,  239,  183,  222,  297,  367,  431,  394,  330,  288,  218,  153,  76,  39,  51, 3 865
1215,2005,   Gibraltar*,12,292,B,  322,  285,  253,  216,  316,  416,  469,  480,  442,  368,  323,  256,  179,  89,  45,  59, 4 518
1216,2010,   Gibraltar*,12,292,B,  354,  274,  261,  248,  416,  544,  575,  528,  489,  406,  357,  292,  205,  103,  52,  67, 5 171
1217,2015,   Gibraltar*,12,292,B,  407,  315,  286,  269,  410,  554,  605,  574,  531,  450,  392,  325,  227,  114,  58,  74, 5 591
1218,2020,   Gibraltar*,12,292,B,  300,  232,  221,  321,  518,  535,  497,  533,  549,  485,  430,  377,  289,  193,  90,  86, 5 656
1219,1990,   Greece,,300,B, 20 794, 24 738, 29 362, 28 662, 29 455, 31 580, 27 705, 24 684, 23 454, 19 770, 18 347, 14 760, 12 317, 5 070, 4 774, 14 566, 330 038
1220,1995,   Greece,,300,B, 24 090, 28 231, 31 894, 36 332, 50 949, 56 885, 51 404, 40 505, 34 454, 25 516, 19 690, 13 612, 10 669, 4 379, 4 068, 12 326, 445 004
1221,2000,   Greece,,300,B, 9 218, 22 025, 31 657, 43 327, 69 882, 87 526, 76 264, 56 190, 44 084, 32 333, 21 393, 12 758, 10 690, 9 200, 8 334, 24 913, 559 794
1222,2005,   Greece,,300,B, 7 073, 16 096, 25 504, 37 613, 60 756, 78 615, 82 429, 77 559, 61 587, 44 036, 29 940, 18 963, 13 501, 9 191, 7 597, 17 217, 587 677
1223,2010,   Greece,,300,B, 6 239, 12 497, 22 173, 38 084, 60 936, 76 914, 84 770, 90 886, 72 474, 52 803, 38 840, 28 132, 18 301, 11 970, 9 412, 16 300, 640 731
1224,2015,   Greece,,300,B, 3 158, 7 318, 13 557, 24 469, 41 228, 51 372, 62 279, 74 248, 81 753, 62 768, 43 364, 32 394, 25 305, 16 207, 10 399, 20 710, 570 529
1225,2020,   Greece,,300,B, 12 253, 10 889, 14 456, 30 442, 48 207, 54 750, 57 626, 68 984, 79 387, 79 617, 58 185, 39 840, 29 494, 22 362, 13 811, 22 336, 642 639
1226,1990,   Holy See*,5,336,I,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,  376
1227,1995,   Holy See*,5,336,I,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,  379
1228,2000,   Holy See*,5,336,I,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,  379
1229,2005,   Holy See*,5,336,I,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,  381
1230,2010,   Holy See*,5,336,I,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,  375
1231,2015,   Holy See*,5,336,I,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,  376
1232,2020,   Holy See*,5,336,I,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,  372
1233,1990,   Italy,,380,B, 20 887, 29 294, 44 027, 68 926, 90 952, 92 430, 66 855, 44 022, 29 448, 23 964, 26 022, 22 000, 20 942, 19 999, 19 684, 22 962, 642 414
1234,1995,   Italy,,380,B, 21 047, 34 234, 47 339, 63 299, 86 101, 109 247, 111 968, 92 620, 62 950, 41 901, 32 621, 24 582, 16 695, 13 931, 19 589, 31 429, 809 553
1235,2000,   Italy,,380,B, 20 467, 38 599, 49 532, 56 416, 74 451, 121 181, 162 780, 150 018, 102 320, 62 734, 36 989, 25 919, 17 490, 14 597, 15 885, 27 313, 976 691
1236,2005,   Italy,,380,B, 27 018, 60 197, 87 319, 114 191, 131 275, 202 388, 276 732, 281 972, 229 128, 151 733, 85 917, 52 438, 35 363, 29 514, 24 824, 30 281,1 820 290
1237,2010,   Italy,,380,B, 48 211, 84 946, 128 674, 187 959, 238 935, 314 340, 366 345, 360 511, 320 367, 234 342, 148 177, 84 951, 47 514, 33 733, 26 961, 37 923,2 663 889
1238,2015,   Italy,,380,B, 21 087, 52 208, 92 078, 147 166, 195 655, 274 207, 334 329, 362 318, 340 918, 296 888, 212 153, 130 910, 71 621, 39 581, 26 949, 39 730,2 637 798
1239,2020,   Italy,,380,B, 24 717, 48 242, 78 322, 142 972, 248 266, 278 292, 342 408, 371 061, 367 747, 332 217, 278 355, 189 799, 114 912, 63 826, 33 371, 51 407,2 965 914
1240,1990,   Malta,,470,B,  304,  768,  805,  844,  921,  690,  492,  364,  335,  284,  211,  204,  189,  170,  217,  214, 7 012
1241,1995,   Malta,,470,B,  226,  687,  881,  923,  969, 1 055,  786,  572,  417,  386,  326,  242,  234,  218,  195,  249, 8 366
1242,2000,   Malta,,470,B,  202,  521,  711,  876,  959, 1 138, 1 128, 1 023,  765,  604,  474,  461,  446,  354,  270,  357, 10 289
1243,2005,   Malta,,470,B,  170,  342,  519,  805,  921, 1 177, 1 427, 1 452, 1 092,  805,  605,  666,  647,  480,  336,  455, 11 899
1244,2010,   Malta,,470,B,  264,  314,  419,  766, 1 783, 2 157, 2 108, 2 064, 1 897, 1 183,  899,  733,  840,  672,  446,  573, 17 118
1245,2015,   Malta,,470,B,  501,  752,  696, 1 195, 2 657, 3 771, 3 735, 3 137, 2 856, 2 466, 1 646, 1 222, 1 007, 1 047,  783,  861, 28 332
1246,2020,   Malta,,470,B,  650, 1 503, 1 388, 1 505, 6 054, 11 131, 10 598, 8 441, 6 353, 5 135, 4 140, 2 707, 1 956, 1 463, 1 419, 1 612, 66 055
1247,1990,   Montenegro,,499,B,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1248,1995,   Montenegro,,499,B,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1249,2000,   Montenegro,,499,B,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1250,2005,   Montenegro,,499,B,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1251,2010,   Montenegro,,499,B,  637,  878, 1 359, 1 851, 2 143, 2 483, 2 829, 2 629, 2 549, 2 628, 2 796, 2 738, 2 307, 1 098, 1 320, 1 394, 31 639
1252,2015,   Montenegro,,499,B,  268,  668,  763, 1 306, 2 106, 2 283, 2 089, 2 310, 2 257, 2 327, 2 398, 2 482, 2 305, 1 978,  887, 1 751, 28 178
1253,2020,   Montenegro,,499,B,  370,  552,  696,  916, 1 959, 2 715, 2 311, 1 920, 2 203, 2 241, 2 271, 2 242, 2 186, 2 062, 1 697, 1 654, 27 995
1254,1990,   North Macedonia,,807,B, 1 674, 1 212,  797, 1 353, 1 976, 2 072, 2 668, 3 382, 3 706, 3 972, 4 370, 4 154, 3 276, 2 263, 1 549, 1 237, 39 661
1255,1995,   North Macedonia,,807,B, 2 450, 1 358, 1 417,  456, 2 533, 2 052, 2 618, 3 418, 4 232, 4 148, 4 840, 5 043, 4 364, 3 058, 2 067, 1 527, 45 581
1256,2000,   North Macedonia,,807,B, 2 783, 2 150, 1 606, 1 032, 1 744, 2 537, 2 658, 3 424, 4 344, 4 762, 5 105, 5 617, 5 336, 4 209, 2 902, 2 176, 52 385
1257,2005,   North Macedonia,,807,B, 2 836, 2 502, 1 929, 1 314, 1 402, 2 154, 2 610, 3 064, 3 915, 4 591, 4 974, 5 406, 5 523, 4 806, 3 579, 2 615, 53 220
1258,2010,   North Macedonia,,807,B, 2 919, 2 755, 2 274, 1 636, 1 371, 1 808, 2 399, 2 866, 3 526, 4 300, 4 835, 5 247, 5 526, 5 220, 4 236, 3 149, 54 067
1259,2015,   North Macedonia,,807,B, 2 955, 2 871, 2 546, 1 977, 1 513, 1 612, 2 125, 2 654, 3 224, 3 948, 4 611, 5 088, 5 438, 5 424, 4 772, 3 738, 54 496
1260,2020,   North Macedonia,,807,B, 3 061, 2 674, 2 553, 2 242, 2 791, 2 767, 2 807, 2 832, 2 947, 3 183, 3 679, 4 120, 4 434, 4 640, 4 523, 5 487, 54 740
1261,1990,   Portugal,,620,B, 3 933, 9 857, 19 710, 45 136, 33 413, 23 051, 19 185, 14 884, 9 608, 6 815, 6 061, 5 552, 4 853, 2 589, 2 341, 2 934, 209 922
1262,1995,   Portugal,,620,B, 7 723, 14 319, 25 792, 33 981, 37 582, 36 380, 27 771, 20 476, 14 834, 10 500, 7 633, 6 194, 5 071, 3 274, 3 729, 4 078, 259 337
1263,2000,   Portugal,,620,B, 5 492, 11 761, 15 928, 21 873, 35 542, 60 762, 47 328, 35 006, 27 179, 19 180, 11 593, 7 908, 6 645, 4 811, 4 122, 5 189, 320 319
1264,2005,   Portugal,,620,B, 9 788, 16 617, 22 576, 33 101, 49 777, 59 232, 50 740, 39 639, 28 277, 20 166, 13 529, 8 409, 6 302, 5 871, 5 726, 7 024, 376 774
1265,2010,   Portugal,,620,B, 2 924, 8 020, 12 875, 18 797, 26 148, 37 636, 57 344, 58 145, 46 362, 34 409, 28 427, 14 169, 7 522, 6 962, 6 286, 5 510, 371 536
1266,2015,   Portugal,,620,B, 3 216, 5 150, 10 940, 20 680, 31 241, 31 568, 40 117, 48 257, 64 507, 45 344, 31 047, 25 081, 14 855, 8 948, 7 135, 10 304, 398 390
1267,2020,   Portugal,,620,B, 4 686, 7 852, 10 751, 17 842, 34 716, 41 285, 41 114, 45 858, 60 548, 63 814, 47 531, 32 175, 25 002, 20 190, 12 449, 14 123, 479 936
1268,1990,   San Marino,,674,C,  76,  79,  78,  78,  150,  236,  255,  217,  174,  121,  92,  65,  46,  27,  16,  18, 1 728
1269,1995,   San Marino,,674,C,  62,  75,  70,  71,  165,  274,  321,  266,  222,  149,  97,  63,  43,  26,  16,  20, 1 940
1270,2000,   San Marino,,674,C,  49,  71,  64,  64,  182,  314,  390,  318,  273,  180,  102,  62,  41,  27,  17,  21, 2 175
1271,2005,   San Marino,,674,C,  50,  67,  78,  101,  210,  310,  384,  335,  283,  191,  111,  66,  36,  30,  19,  31, 2 302
1272,2010,   San Marino,,674,C,  60,  73,  105,  160,  268,  347,  429,  402,  334,  230,  136,  82,  37,  40,  25,  33, 2 761
1273,2015,   San Marino,,674,C,  73,  73,  101,  153,  254,  343,  427,  420,  358,  257,  159,  95,  48,  43,  27,  36, 2 867
1274,2020,   San Marino,,674,C,  75,  74,  104,  159,  266,  359,  447,  439,  374,  267,  164,  99,  50,  45,  29,  40, 2 991
1275,1990,   Serbia*,,688,B, 1 494, 1 928, 2 201, 2 613, 2 692, 3 050, 3 529, 4 103, 4 504, 4 881, 4 014, 2 353, 2 185, 1 502, 2 317, 3 346, 46 712
1276,1995,   Serbia*,,688,B, 2 661, 7 731, 15 354, 19 297, 21 113, 24 465, 25 671, 30 192, 35 824, 41 831, 37 152, 23 574, 23 967, 18 504, 26 483, 36 315, 390 134
1277,2000,   Serbia*,,688,B, 1 699, 7 534, 16 783, 21 287, 23 482, 27 292, 28 295, 33 324, 39 935, 47 049, 42 140, 26 988, 27 670, 21 575, 30 667, 41 882, 437 602
1278,2005,   Serbia*,,688,B, 1 796, 5 008, 9 639, 14 442, 19 682, 23 008, 24 986, 29 374, 31 777, 36 570, 36 725, 31 838, 29 884, 21 532, 28 259, 38 568, 383 088
1279,2010,   Serbia*,,688,B, 2 020, 3 173, 4 140, 9 578, 17 960, 21 061, 24 087, 28 223, 27 052, 30 236, 34 777, 38 781, 34 116, 22 911, 28 211, 38 431, 364 757
1280,2015,   Serbia*,,688,B, 2 095, 2 674, 3 750, 7 037, 14 139, 19 971, 23 128, 26 795, 28 267, 29 315, 33 255, 37 631, 37 289, 29 087, 26 104, 34 643, 355 180
1281,2020,   Serbia*,,688,B, 2 889, 2 157, 2 734, 3 840, 7 170, 14 273, 20 153, 23 356, 27 085, 28 733, 30 084, 34 248, 38 723, 38 056, 28 982, 60 010, 362 493
1282,1990,   Slovenia,,705,B,  450,  819, 1 349, 2 069, 3 567, 5 443, 6 046, 9 275, 12 620, 14 613, 9 875, 6 963, 6 600, 4 705, 2 596, 2 524, 89 514
1283,1995,   Slovenia,,705,B,  603, 1 322, 2 111, 3 181, 4 643, 7 825, 9 111, 10 629, 10 858, 11 178, 8 642, 6 296, 5 472, 3 844, 2 001, 2 539, 90 255
1284,2000,   Slovenia,,705,B,  574, 1 054, 1 746, 2 664, 4 556, 6 929, 7 828, 12 007, 16 231, 18 566, 12 550, 8 857, 8 367, 6 014, 3 399, 3 430, 114 772
1285,2005,   Slovenia,,705,B, 1 098, 1 871, 2 496, 3 517, 6 695, 10 598, 12 526, 12 498, 11 163, 12 186, 12 433, 10 225, 6 813, 5 409, 3 478, 3 735, 116 741
1286,2010,   Slovenia,,705,B, 1 457, 1 974, 2 186, 2 776, 7 824, 11 048, 12 802, 13 137, 13 631, 16 749, 17 692, 15 182, 9 293, 7 968, 6 043, 5 376, 145 138
1287,2015,   Slovenia,,705,B, 1 033, 2 008, 2 516, 3 095, 4 064, 8 577, 11 433, 12 395, 12 224, 12 895, 15 659, 15 767, 12 731, 7 200, 5 528, 7 335, 134 460
1288,2020,   Slovenia,,705,B,  997, 2 784, 3 361, 4 175, 8 042, 9 619, 13 749, 15 398, 15 600, 14 448, 15 081, 16 844, 15 857, 11 039, 6 146, 9 675, 162 815
1289,1990,   Spain*,,724,B, 13 708, 23 133, 33 137, 47 225, 49 779, 46 733, 33 342, 27 739, 22 545, 18 190, 14 711, 12 093, 11 076, 9 738, 9 112, 18 187, 390 448
1290,1995,   Spain*,,724,B, 13 532, 22 051, 27 723, 35 381, 54 191, 69 712, 67 635, 58 105, 39 518, 27 667, 20 045, 15 079, 12 868, 10 336, 9 893, 15 378, 499 114
1291,2000,   Spain*,,724,B, 20 334, 32 506, 37 683, 44 200, 84 972, 122 869, 128 903, 111 396, 72 849, 49 219, 34 547, 25 351, 21 009, 15 538, 15 632, 21 050, 838 058
1292,2005,   Spain*,,724,B, 28 773, 69 853, 100 778, 113 515, 188 348, 286 603, 326 745, 291 895, 226 010, 158 853, 105 521, 71 199, 54 706, 44 102, 32 094, 41 685,2 140 680
1293,2010,   Spain*,,724,B, 31 695, 98 249, 155 116, 176 541, 262 439, 415 992, 499 921, 451 103, 364 489, 257 326, 169 229, 109 654, 81 301, 65 018, 46 692, 53 469,3 238 234
1294,2015,   Spain*,,724,B, 19 327, 52 591, 107 081, 165 670, 190 070, 239 546, 331 403, 399 375, 373 913, 312 083, 223 980, 149 261, 102 013, 80 508, 60 618, 76 561,2 884 000
1295,2020,   Spain*,,724,B, 36 677, 65 008, 92 740, 169 424, 249 192, 283 161, 308 755, 369 842, 402 863, 364 724, 299 321, 209 609, 142 501, 101 873, 75 984, 101 099,3 272 773
1303,1990,   Austria,,40,B, 5 889, 11 623, 17 020, 20 442, 23 590, 31 451, 39 141, 40 372, 36 449, 32 209, 28 931, 24 116, 20 277, 14 441, 6 488, 15 848, 368 287
1304,1995,   Austria,,40,B, 6 725, 10 001, 15 335, 22 446, 30 424, 34 264, 41 749, 48 491, 45 486, 38 218, 33 654, 28 758, 22 888, 18 380, 13 365, 13 118, 423 302
1305,2000,   Austria,,40,B, 7 204, 10 897, 21 813, 24 576, 29 103, 38 530, 54 318, 56 572, 45 759, 42 300, 37 486, 32 465, 26 299, 17 074, 13 394, 20 528, 478 318
1306,2005,   Austria,,40,B, 6 871, 12 106, 19 883, 24 698, 37 290, 47 373, 56 971, 59 022, 56 119, 50 185, 41 772, 36 772, 28 783, 22 407, 16 098, 22 574, 538 924
