Index,Year,"Region, development group, country or area",Notes,Location code,Type of data,0-4,5-9,10-14, 15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75+,Total
1213,1995,   Gibraltar*,12,292,B,  629,  598,  529,  466,  659,  904,  982,  936,  788,  595,  467,  338,  236,  118,  59,  77, 8 381
1214,2000,   Gibraltar*,12,292,B,  667,  673,  552,  412,  507,  704,  832,  889,  764,  613,  514,  378,  265,  132,  66,  86, 8 054
1215,2005,   Gibraltar*,12,292,B,  741,  683,  589,  474,  644,  875, 1 008,  988,  860,  690,  577,  442,  309,  154,  77,  100, 9 211
1216,2010,   Gibraltar*,12,292,B,  813,  683,  620,  535,  788, 1 055, 1 190, 1 084,  956,  766,  639,  506,  354,  177,  88,  115, 10 369
1217,2015,   Gibraltar*,12,292,B,  913,  748,  666,  580,  779, 1 053, 1 222, 1 157, 1 031,  844,  699,  560,  392,  196,  98,  127, 11 065
1218,2020,   Gibraltar*,12,292,B,  685,  563,  524,  704,  997, 1 029, 1 023, 1 100, 1 067,  921,  775,  657,  505,  336,  156,  148, 11 190
1219,1990,   Greece,,300,B, 35 348, 43 052, 52 232, 51 797, 55 400, 63 320, 57 668, 50 387, 45 287, 36 412, 32 419, 25 822, 22 393, 9 090, 9 063, 28 449, 618 139
1220,1995,   Greece,,300,B, 45 794, 53 336, 59 788, 66 919, 93 263, 106 673, 99 409, 80 435, 69 481, 51 530, 38 842, 26 512, 21 598, 8 635, 8 609, 27 026, 857 850
1221,2000,   Greece,,300,B, 17 841, 42 592, 60 216, 78 465, 123 371, 161 787, 146 135, 111 983, 91 588, 69 001, 46 994, 28 272, 24 841, 21 180, 21 115, 66 284,1 111 665
1222,2005,   Greece,,300,B, 14 658, 32 693, 50 550, 73 944, 118 040, 151 550, 152 819, 144 003, 118 830, 89 901, 66 167, 45 533, 33 044, 23 782, 21 155, 54 038,1 190 707
1223,2010,   Greece,,300,B, 12 108, 24 206, 43 067, 72 616, 117 805, 147 856, 166 110, 182 240, 151 202, 114 682, 88 198, 64 761, 42 674, 27 411, 22 109, 44 104,1 321 149
1224,2015,   Greece,,300,B, 6 176, 14 093, 25 727, 47 142, 80 357, 105 358, 129 646, 154 567, 172 883, 140 442, 104 913, 80 947, 60 866, 39 683, 25 046, 55 078,1 242 924
1225,2020,   Greece,,300,B, 24 105, 21 261, 25 903, 49 562, 80 371, 98 265, 115 139, 140 448, 164 074, 169 667, 132 441, 98 596, 74 178, 54 763, 34 218, 57 465,1 340 456
1226,1990,   Holy See*,5,336,I,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,  762
1227,1995,   Holy See*,5,336,I,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,  778
1228,2000,   Holy See*,5,336,I,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,  790
1229,2005,   Holy See*,5,336,I,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,  798
1230,2010,   Holy See*,5,336,I,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,  783
1231,2015,   Holy See*,5,336,I,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,  790
1232,2020,   Holy See*,5,336,I,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,  809
1233,1990,   Italy,,380,B, 41 476, 58 239, 87 562, 136 741, 180 838, 187 330, 142 019, 101 986, 74 671, 62 324, 63 291, 54 890, 55 835, 51 469, 52 123, 77 425,1 428 219
1234,1995,   Italy,,380,B, 41 287, 67 156, 93 012, 125 954, 175 753, 229 083, 234 386, 194 414, 137 783, 98 477, 81 475, 63 006, 45 782, 38 136, 52 424, 96 826,1 774 954
1235,2000,   Italy,,380,B, 39 409, 75 195, 96 185, 108 569, 162 606, 269 081, 335 394, 297 570, 208 092, 138 015, 93 651, 70 148, 50 972, 42 459, 43 011, 91 331,2 121 688
1236,2005,   Italy,,380,B, 52 163, 117 599, 170 035, 220 353, 287 712, 451 018, 571 944, 560 927, 467 403, 334 991, 218 515, 142 638, 103 646, 86 336, 67 553, 101 957,3 954 790
1237,2010,   Italy,,380,B, 91 475, 160 980, 242 576, 365 676, 489 665, 661 364, 769 991, 765 260, 684 554, 528 574, 369 033, 234 424, 140 458, 96 099, 73 895, 113 869,5 787 893
1238,2015,   Italy,,380,B, 40 652, 99 432, 174 255, 279 033, 380 720, 574 587, 704 801, 769 734, 741 779, 657 851, 500 861, 344 040, 209 626, 122 728, 80 231, 124 998,5 805 328
1239,2020,   Italy,,380,B, 47 731, 91 920, 148 239, 251 094, 424 566, 543 791, 704 142, 774 539, 787 362, 736 685, 631 876, 471 948, 316 519, 192 763, 103 579, 160 244,6 386 998
1240,1990,   Malta,,470,B,  580, 1 489, 1 599, 1 739, 1 989, 1 568, 1 145,  809,  728,  623,  482,  475,  444,  393,  507,  507, 15 077
1241,1995,   Malta,,470,B,  435, 1 326, 1 701, 1 827, 1 987, 2 272, 1 792, 1 300,  924,  833,  712,  551,  543,  508,  450,  579, 17 740
1242,2000,   Malta,,470,B,  403, 1 032, 1 386, 1 737, 1 954, 2 378, 2 425, 2 200, 1 664, 1 313, 1 013,  977,  926,  740,  581,  792, 21 521
1243,2005,   Malta,,470,B,  358,  704, 1 024, 1 589, 1 855, 2 403, 2 958, 3 026, 2 347, 1 749, 1 280, 1 370, 1 278,  948,  693,  978, 24 560
1244,2010,   Malta,,470,B,  552,  658,  847, 1 412, 3 102, 3 895, 3 919, 3 829, 3 797, 2 496, 1 901, 1 519, 1 652, 1 290,  883, 1 256, 33 008
1245,2015,   Malta,,470,B,  976, 1 503, 1 338, 1 955, 4 604, 6 754, 6 692, 5 755, 5 232, 4 766, 3 277, 2 504, 1 966, 2 053, 1 471, 1 796, 52 642
1246,2020,   Malta,,470,B, 1 176, 2 811, 2 653, 2 794, 9 836, 19 196, 17 990, 14 240, 10 925, 8 778, 7 357, 4 930, 3 624, 2 708, 2 613, 3 129, 114 760
1247,1990,   Montenegro,,499,B,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1248,1995,   Montenegro,,499,B,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1249,2000,   Montenegro,,499,B,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1250,2005,   Montenegro,,499,B,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1251,2010,   Montenegro,,499,B, 1 224, 1 665, 2 586, 3 666, 4 663, 5 968, 7 372, 6 972, 6 685, 6 663, 7 003, 7 005, 6 297, 3 074, 3 767, 3 902, 78 512
1252,2015,   Montenegro,,499,B,  518, 1 275, 1 461, 2 605, 4 624, 5 544, 5 510, 6 203, 5 990, 5 967, 6 073, 6 424, 6 375, 5 612, 2 567, 4 971, 71 719
1253,2020,   Montenegro,,499,B,  712, 1 046, 1 325, 1 815, 4 269, 6 529, 6 035, 5 100, 5 786, 5 690, 5 695, 5 743, 5 976, 5 785, 4 853, 4 640, 70 999
1254,1990,   North Macedonia,,807,B, 3 229, 2 356, 1 612, 2 993, 4 856, 5 206, 6 585, 8 144, 8 841, 9 422, 10 388, 9 944, 7 862, 5 643, 4 289, 3 772, 95 142
1255,1995,   North Macedonia,,807,B, 4 753, 2 655, 2 752,  947, 5 918, 5 222, 6 722, 8 384, 10 298, 9 981, 11 631, 12 196, 10 613, 7 421, 5 523, 4 327, 109 343
1256,2000,   North Macedonia,,807,B, 5 452, 4 248, 3 101, 2 121, 3 937, 6 388, 6 850, 8 663, 10 714, 11 630, 12 396, 13 665, 13 081, 10 344, 7 423, 5 652, 125 665
1257,2005,   North Macedonia,,807,B, 5 543, 4 931, 3 736, 2 655, 3 079, 5 249, 6 730, 7 886, 9 851, 11 359, 12 214, 13 249, 13 597, 11 908, 9 032, 6 648, 127 667
1258,2010,   North Macedonia,,807,B, 5 655, 5 343, 4 421, 3 260, 2 925, 4 248, 6 111, 7 457, 9 049, 10 821, 12 026, 12 990, 13 696, 13 012, 10 683, 8 004, 129 701
1259,2015,   North Macedonia,,807,B, 5 752, 5 593, 4 966, 3 906, 3 145, 3 648, 5 268, 6 900, 8 394, 10 105, 11 619, 12 722, 13 572, 13 583, 12 051, 9 506, 130 730
1260,2020,   North Macedonia,,807,B, 5 986, 5 231, 5 003, 4 452, 5 834, 6 302, 7 010, 7 421, 7 731, 8 208, 9 339, 10 379, 11 148, 11 706, 11 508, 14 053, 131 311
1261,1990,   Portugal,,620,B, 7 699, 19 336, 38 894, 89 822, 67 039, 46 853, 39 681, 31 609, 20 774, 14 992, 13 524, 12 705, 11 463, 6 431, 6 409, 8 551, 435 782
1262,1995,   Portugal,,620,B, 14 943, 27 767, 50 282, 66 732, 74 513, 73 036, 56 784, 42 716, 31 572, 22 711, 16 814, 13 960, 11 827, 8 081, 9 837, 11 247, 532 822
1263,2000,   Portugal,,620,B, 10 801, 23 227, 31 716, 43 654, 70 847, 120 491, 93 068, 68 812, 54 251, 39 766, 24 977, 17 655, 15 261, 11 588, 10 869, 14 489, 651 472
1264,2005,   Portugal,,620,B, 14 701, 26 052, 38 003, 55 478, 87 133, 111 477, 110 726, 93 723, 68 934, 49 190, 33 396, 21 797, 17 096, 13 911, 13 834, 15 733, 771 184
1265,2010,   Portugal,,620,B, 5 196, 15 052, 26 173, 38 726, 51 553, 78 768, 119 102, 127 520, 95 148, 65 131, 51 582, 28 977, 18 528, 15 665, 11 169, 14 535, 762 825
1266,2015,   Portugal,,620,B, 7 187, 11 393, 19 932, 41 627, 61 662, 68 225, 86 553, 106 530, 143 478, 97 243, 67 946, 52 242, 36 045, 23 411, 16 438, 24 902, 864 814
1267,2020,   Portugal,,620,B, 8 681, 17 967, 20 483, 33 135, 67 992, 84 519, 85 133, 97 152, 124 151, 139 398, 95 213, 68 126, 56 916, 40 890, 24 871, 37 336,1 001 963
1268,1990,   San Marino,,674,C,  156,  160,  157,  155,  297,  469,  492,  405,  312,  213,  164,  117,  85,  51,  32,  45, 3 310
1269,1995,   San Marino,,674,C,  134,  163,  152,  150,  336,  533,  600,  483,  387,  255,  163,  107,  74,  46,  28,  48, 3 659
1270,2000,   San Marino,,674,C,  113,  167,  149,  146,  381,  605,  715,  567,  467,  301,  163,  99,  64,  43,  27,  38, 4 045
1271,2005,   San Marino,,674,C,  115,  153,  170,  208,  397,  563,  673,  590,  500,  345,  202,  115,  58,  47,  29,  53, 4 218
1272,2010,   San Marino,,674,C,  130,  156,  212,  301,  460,  581,  703,  684,  592,  432,  268,  147,  59,  58,  36,  61, 4 880
1273,2015,   San Marino,,674,C,  162,  161,  212,  299,  452,  587,  715,  724,  643,  488,  317,  181,  82,  66,  41,  65, 5 195
1274,2020,   San Marino,,674,C,  172,  171,  226,  319,  482,  626,  762,  772,  686,  520,  338,  193,  87,  70,  43,  76, 5 543
1275,1990,   Serbia*,,688,B, 2 758, 3 572, 4 122, 5 009, 5 349, 6 298, 7 468, 8 727, 9 519, 10 235, 8 391, 5 721, 5 474, 3 833, 5 228, 7 565, 99 269
1276,1995,   Serbia*,,688,B, 4 990, 14 574, 29 321, 37 690, 43 110, 52 215, 56 401, 66 357, 77 945, 90 313, 79 841, 58 733, 60 649, 48 108, 62 564, 88 169, 870 980
1277,2000,   Serbia*,,688,B, 3 210, 14 275, 32 066, 41 535, 47 925, 58 244, 62 187, 73 228, 86 817, 101 460, 90 413, 67 005, 69 663, 55 815, 72 321, 101 709, 977 873
1278,2005,   Serbia*,,688,B, 3 394, 9 510, 18 529, 28 209, 39 822, 48 188, 53 787, 63 856, 69 422, 80 015, 80 331, 74 577, 70 689, 52 092, 67 498, 94 929, 854 848
1279,2010,   Serbia*,,688,B, 3 888, 6 128, 8 099, 18 904, 36 350, 43 761, 51 394, 61 558, 60 421, 68 379, 78 980, 88 605, 78 433, 53 758, 69 656, 97 961, 826 275
1280,2015,   Serbia*,,688,B, 4 029, 5 189, 7 370, 13 990, 28 626, 41 504, 49 299, 58 520, 63 196, 66 731, 76 346, 86 825, 86 541, 68 488, 63 940, 86 847, 807 441
1281,2020,   Serbia*,,688,B, 5 498, 4 138, 5 313, 7 546, 14 341, 29 287, 42 389, 50 303, 59 680, 64 432, 68 024, 77 813, 88 485, 88 190, 69 791, 147 781, 823 011
1282,1990,   Slovenia,,705,B,  865, 1 686, 2 888, 4 253, 6 872, 10 197, 12 975, 19 909, 25 752, 26 906, 18 227, 12 950, 11 925, 9 116, 6 051, 7 505, 178 077
1283,1995,   Slovenia,,705,B, 1 123, 2 625, 4 339, 6 298, 8 659, 14 214, 18 769, 21 910, 21 357, 19 976, 15 481, 11 356, 9 609, 7 203, 4 451, 7 049, 174 419
1284,2000,   Slovenia,,705,B, 1 042, 2 031, 3 479, 5 123, 8 279, 12 283, 15 628, 23 982, 31 020, 32 410, 21 956, 15 599, 14 365, 10 981, 7 290, 9 040, 214 508
1285,2005,   Slovenia,,705,B, 2 120, 3 698, 5 104, 6 840, 11 372, 17 953, 22 788, 23 370, 21 217, 22 149, 22 525, 18 323, 12 326, 10 285, 7 167, 9 981, 217 218
1286,2010,   Slovenia,,705,B, 2 800, 3 725, 4 251, 5 097, 11 893, 17 072, 20 242, 21 762, 24 152, 29 849, 31 275, 26 117, 16 707, 14 769, 11 136, 12 939, 253 786
1287,2015,   Slovenia,,705,B, 1 944, 3 845, 4 735, 5 794, 7 911, 14 517, 18 498, 19 863, 20 217, 22 656, 27 752, 28 005, 22 392, 13 467, 10 354, 15 666, 237 616
1288,2020,   Slovenia,,705,B, 1 911, 5 115, 6 319, 7 539, 12 836, 15 770, 21 773, 23 953, 24 382, 23 420, 26 003, 29 560, 28 033, 19 869, 11 774, 19 707, 277 964
1289,1990,   Spain*,,724,B, 27 179, 45 598, 65 231, 93 257, 100 771, 97 265, 70 843, 59 186, 48 011, 38 637, 31 633, 29 139, 27 027, 24 409, 20 904, 42 515, 821 605
1290,1995,   Spain*,,724,B, 27 218, 44 032, 54 914, 70 066, 107 495, 137 918, 133 906, 116 161, 80 732, 58 168, 43 510, 34 905, 29 589, 23 672, 22 272, 35 509,1 020 067
1291,2000,   Spain*,,724,B, 40 234, 63 842, 73 222, 85 756, 163 916, 234 799, 246 008, 215 143, 144 267, 100 853, 73 349, 55 968, 45 666, 33 235, 33 942, 47 085,1 657 285
1292,2005,   Spain*,,724,B, 56 559, 136 058, 193 214, 218 129, 362 266, 546 733, 608 759, 538 604, 422 770, 305 438, 210 542, 147 473, 114 347, 90 935, 67 139, 88 260,4 107 226
1293,2010,   Spain*,,724,B, 63 887, 196 633, 301 971, 336 879, 531 462, 818 487, 931 458, 827 390, 681 531, 496 784, 337 447, 230 378, 175 670, 136 073, 93 852, 120 160,6 280 062
1294,2015,   Spain*,,724,B, 36 957, 104 414, 212 775, 319 296, 390 002, 530 828, 708 164, 795 576, 728 043, 614 752, 453 433, 309 910, 219 435, 173 602, 126 998, 167 023,5 891 208
1295,2020,   Spain*,,724,B, 70 875, 125 422, 182 966, 325 871, 498 527, 600 696, 686 730, 804 961, 827 376, 737 757, 614 664, 442 644, 307 872, 224 298, 165 584, 225 959,6 842 202
1303,1990,   Austria,,40,B, 11 972, 23 419, 34 037, 41 609, 49 857, 67 432, 81 063, 80 288, 72 062, 64 873, 59 213, 51 290, 47 546, 38 896, 18 155, 51 527, 793 239
1304,1995,   Austria,,40,B, 13 505, 20 039, 30 345, 44 334, 64 094, 75 521, 85 870, 93 773, 88 790, 77 441, 67 772, 60 061, 50 352, 44 622, 34 672, 43 702, 894 893
1305,2000,   Austria,,40,B, 14 227, 21 617, 42 528, 46 926, 60 818, 86 942, 110 441, 105 989, 87 827, 85 853, 73 949, 66 275, 54 167, 37 456, 32 134, 69 398, 996 547
1306,2005,   Austria,,40,B, 13 425, 23 944, 38 836, 47 533, 77 789, 103 353, 118 072, 118 746, 109 543, 99 385, 83 724, 75 941, 59 809, 48 708, 36 925, 71 431,1 127 164
1307,2010,   Austria,,40,B, 12 588, 26 349, 35 235, 47 836, 98 850, 122 064, 125 410, 132 157, 135 741, 114 303, 94 174, 86 452, 65 609, 62 931, 42 156, 73 046,1 274 901
1308,2015,   Austria,,40,B, 16 430, 28 045, 37 644, 52 063, 98 750, 153 114, 157 722, 148 141, 146 892, 145 257, 119 539, 95 461, 83 276, 61 255, 57 608, 81 926,1 483 123
1309,2020,   Austria,,40,B, 18 433, 40 528, 47 040, 62 622, 111 871, 163 375, 192 832, 181 561, 165 691, 161 834, 150 515, 117 670, 92 995, 75 827, 55 826, 99 563,1 738 183
1310,1990,   Belgium,,56,B, 25 996, 62 949, 85 278, 102 661, 111 358, 120 792, 119 705, 112 616, 99 179, 84 582, 86 171, 80 945, 68 623, 46 065, 33 168, 40 495,1 280 583
1311,1995,   Belgium,,56,B, 20 933, 50 941, 67 512, 83 534, 93 832, 114 477, 124 243, 123 924, 110 806, 98 503, 97 159, 84 690, 72 507, 55 766, 40 152, 49 024,1 288 003
1312,2000,   Belgium,,56,B, 15 431, 37 863, 48 328, 62 654, 74 336, 105 759, 126 173, 132 630, 120 106, 110 356, 106 108, 86 657, 74 869, 64 296, 46 293, 56 509,1 268 368
1313,2005,   Belgium,,56,B, 17 080, 34 821, 44 604, 55 950, 77 414, 107 273, 123 570, 129 680, 120 290, 111 455, 103 304, 85 370, 71 968, 57 927, 42 551, 65 476,1 248 733
1314,2010,   Belgium,,56,B, 22 488, 39 440, 50 693, 61 556, 97 524, 132 387, 148 152, 155 259, 146 937, 137 073, 123 227, 102 865, 84 901, 64 303, 48 171, 88 830,1 503 806
1315,2015,   Belgium,,56,B, 24 722, 50 021, 59 566, 72 955, 108 960, 161 213, 181 435, 181 876, 177 422, 160 667, 143 916, 125 035, 100 180, 79 230, 58 541, 97 749,1 783 488
1316,2020,   Belgium,,56,B, 25 567, 54 878, 69 766, 82 559, 118 601, 170 408, 201 473, 203 942, 196 570, 185 281, 163 029, 141 103, 118 702, 90 650, 71 841, 111 109,2 005 479
1317,1990,   France*,13,250,B, 47 422, 104 636, 170 716, 235 088, 327 774, 456 850, 598 549, 641 332, 622 080, 505 276, 434 833, 390 533, 350 467, 299 632, 251 566, 460 513,5 897 267
1318,1995,   France*,13,250,B, 50 180, 104 060, 159 481, 214 909, 315 386, 429 553, 549 891, 621 484, 643 306, 585 337, 516 349, 442 019, 375 330, 320 066, 268 723, 491 919,6 087 993
1319,2000,   France*,13,250,B, 52 943, 103 470, 148 182, 194 623, 302 910, 402 093, 500 959, 601 477, 664 538, 665 646, 598 128, 493 657, 400 247, 340 542, 285 914, 523 389,6 278 718
1320,2005,   France*,13,250,B, 74 543, 139 719, 165 116, 225 022, 337 005, 448 855, 524 890, 565 266, 602 403, 650 252, 657 763, 614 943, 483 912, 366 970, 303 789, 577 152,6 737 600
1321,2010,   France*,13,250,B, 79 512, 139 114, 184 475, 226 777, 375 857, 481 181, 577 566, 612 191, 628 619, 666 874, 681 481, 669 726, 574 881, 438 525, 331 965, 641 242,7 309 986
1322,2015,   France*,13,250,B, 90 806, 159 120, 201 439, 264 786, 368 984, 504 605, 617 154, 662 756, 683 273, 662 587, 675 886, 676 956, 638 470, 550 504, 390 064, 730 948,7 878 338
1323,2020,   France*,13,250,B, 104 403, 190 244, 233 024, 307 299, 407 588, 517 253, 654 772, 722 309, 731 345, 706 641, 678 437, 681 906, 665 863, 607 455, 489 674, 826 663,8 524 876
1324,1990,   Germany,,276,B, 39 982, 110 951, 232 431, 355 528, 557 676, 704 328, 777 660, 748 673, 642 719, 502 780, 359 842, 275 879, 192 915, 158 158, 125 510, 151 149,5 936 181
1325,1995,   Germany,,276,B, 65 399, 144 512, 269 804, 433 746, 626 084, 775 092, 862 887, 856 618, 793 258, 649 280, 536 436, 429 558, 359 117, 241 012, 191 262, 230 341,7 464 406
1326,2000,   Germany,,276,B, 90 818, 178 075, 307 179, 511 966, 694 493, 845 857, 948 116, 964 564, 943 799, 795 781, 713 032, 583 238, 525 321, 323 866, 257 013, 309 513,8 992 631
1327,2005,   Germany,,276,B, 67 825, 151 929, 264 067, 493 770, 708 100, 873 594, 983 020,1 005 628,1 014 672, 855 507, 777 734, 674 639, 502 814, 374 334, 297 064, 357 750,9 402 447
1328,2010,   Germany,,276,B, 37 456, 100 742, 170 186, 321 730, 632 187, 878 651, 999 131,1 076 511,1 063 018,1 045 248, 893 669, 762 542, 626 521, 438 181, 347 731, 418 759,9 812 263
1329,2015,   Germany,,276,B, 78 013, 158 661, 168 161, 242 911, 596 894, 974 893,1 072 903,1 075 520,1 067 895,1 003 139, 942 387, 784 806, 647 213, 520 823, 361 840, 524 359,10 220 418
1330,2020,   Germany,,276,B, 155 095, 391 963, 391 476, 385 359, 735 923,1 176 808,1 514 538,1 500 441,1 432 721,1 375 878,1 240 817,1 127 969, 962 790, 747 423, 618 914,2 004 342,15 762 457
1331,1990,   Liechtenstein,,438,B,  801,  797,  768,  759,  945, 1 067, 1 043,  976,  932,  872,  633,  359,  271,  281,  151,  251, 10 906
1332,1995,   Liechtenstein,,438,B,  978,  974,  937,  927, 1 154, 1 303, 1 282, 1 192, 1 137, 1 065,  772,  438,  331,  338,  181,  302, 13 311
1333,2000,   Liechtenstein,,438,B,  619,  642,  773,  738,  778,  918, 1 296, 1 570, 1 712, 1 674, 1 421, 1 191,  955,  492,  265,  439, 15 483
1334,2005,   Liechtenstein,,438,B,  920,  937, 1 033, 1 001, 1 127, 1 305, 1 613, 1 814, 1 912, 1 851, 1 517, 1 189,  945,  713,  384,  637, 18 898
1335,2010,   Liechtenstein,,438,B,  830,  784,  795,  896, 1 353, 2 008, 2 244, 2 409, 2 308, 2 059, 1 684, 1 424, 1 164,  979,  529,  876, 22 342
1336,2015,   Liechtenstein,,438,B, 1 018,  879,  835,  847, 1 017, 1 516, 2 130, 2 375, 2 540, 2 415, 2 135, 1 681, 1 341, 1 080,  903, 1 087, 23 799
1337,2020,   Liechtenstein,,438,B, 1 775,  964,  934,  866,  960, 1 236, 1 825, 2 400, 2 476, 2 640, 2 451, 2 091, 1 561, 1 214, 1 026, 1 458, 25 877
1338,1990,   Luxembourg,,442,B, 2 936, 3 806, 4 205, 5 237, 9 135, 12 561, 12 998, 12 034, 11 963, 8 949, 7 564, 5 964, 5 219, 3 591, 2 757, 4 876, 113 795
1339,1995,   Luxembourg,,442,B, 2 676, 4 120, 4 959, 5 503, 8 829, 13 416, 15 234, 14 430, 13 087, 10 375, 9 206, 6 779, 5 571, 3 814, 2 929, 5 178, 126 106
1340,2000,   Luxembourg,,442,B, 2 449, 4 478, 5 765, 5 829, 8 627, 14 417, 17 619, 16 972, 14 351, 11 907, 10 940, 7 664, 5 984, 4 079, 3 132, 5 537, 139 750
1341,2005,   Luxembourg,,442,B, 2 420, 4 628, 6 281, 6 431, 9 188, 15 275, 17 689, 17 268, 15 791, 13 843, 12 546, 8 992, 6 647, 4 357, 3 346, 5 916, 150 618
1342,2010,   Luxembourg,,442,B, 2 416, 4 826, 6 866, 7 105, 9 850, 16 301, 17 933, 17 749, 17 407, 15 939, 14 295, 10 425, 7 386, 4 685, 3 598, 6 361, 163 142
1343,2015,   Luxembourg,,442,B, 3 384, 6 909, 8 028, 8 906, 12 298, 21 617, 26 445, 28 174, 27 865, 26 457, 22 363, 16 740, 12 860, 10 148, 6 575, 10 119, 248 888
1344,2020,   Luxembourg,,442,B, 3 839, 7 652, 9 213, 10 241, 14 590, 25 581, 30 931, 32 240, 31 987, 30 813, 28 112, 22 347, 16 150, 12 327, 9 165, 12 874, 298 062
1345,1990,   Monaco,,492,B,  490,  515,  543,  635,  849, 1 164, 1 448, 1 591, 1 611, 1 560, 1 661, 1 548, 1 346, 1 481, 1 303, 2 614, 20 359
1346,1995,   Monaco,,492,B,  503,  544,  556,  604,  753, 1 062, 1 425, 1 668, 1 732, 1 708, 1 729, 1 716, 1 549, 1 326, 1 424, 2 761, 21 060
1347,2000,   Monaco,,492,B,  486,  577,  574,  601,  676,  915, 1 327, 1 684, 1 840, 1 818, 1 791, 1 860, 1 766, 1 505, 1 453, 2 914, 21 787
1348,2005,   Monaco,,492,B,  365,  610,  546,  605,  599,  754, 1 080, 1 576, 1 797, 1 886, 1 754, 1 832, 1 894, 1 642, 1 370, 3 002, 21 312
1349,2010,   Monaco,,492,B,  369,  492,  584,  582,  608,  684,  926, 1 342, 1 704, 1 861, 1 840, 1 813, 1 883, 1 787, 1 523, 3 134, 21 132
1350,2015,   Monaco,,492,B,  362,  606,  543,  601,  599,  922, 1 332, 1 640, 1 866, 2 604, 2 423, 2 226, 2 300, 2 261, 1 889, 3 809, 25 983
1351,2020,   Monaco,,492,B,  250,  529,  669,  713, 1 236, 1 362, 1 257, 1 354, 1 627, 1 864, 2 592, 2 392, 2 173, 2 217, 2 125, 4 241, 26 601
1352,1990,   Netherlands*,14,528,B, 21 346, 39 107, 53 815, 85 023, 116 137, 138 857, 134 312, 117 471, 109 970, 81 889, 74 291, 50 483, 41 272, 42 744, 31 831, 43 715,1 182 263
1353,1995,   Netherlands*,14,528,B, 21 559, 41 042, 57 733, 83 794, 116 427, 153 369, 160 922, 146 130, 129 251, 101 478, 91 238, 63 483, 53 383, 46 337, 35 431, 44 587,1 346 164
1354,2000,   Netherlands*,14,528,B, 22 537, 44 420, 63 668, 85 567, 120 866, 173 197, 192 990, 179 698, 152 938, 124 477, 111 260, 78 608, 67 271, 50 170, 37 360, 51 310,1 556 337
1355,2005,   Netherlands*,14,528,B, 21 804, 39 743, 57 225, 79 285, 128 182, 179 363, 196 578, 201 357, 183 026, 158 289, 132 536, 102 302, 84 627, 63 007, 48 175, 60 628,1 736 127
1356,2010,   Netherlands*,14,528,B, 19 996, 33 081, 47 926, 69 068, 129 288, 176 805, 190 577, 213 352, 204 419, 184 650, 147 512, 121 198, 97 995, 71 057, 52 914, 72 672,1 832 510
1357,2015,   Netherlands*,14,528,B, 21 659, 40 469, 45 760, 66 444, 130 996, 182 518, 201 773, 200 448, 216 873, 202 975, 180 826, 142 980, 115 469, 90 582, 63 948, 92 598,1 996 318
1358,2020,   Netherlands*,14,528,B, 29 365, 56 535, 64 567, 83 472, 159 863, 212 224, 238 408, 232 514, 224 593, 232 437, 208 852, 176 019, 136 856, 108 958, 77 909, 115 761,2 358 333
1359,1990,   Switzerland,,756,B, 21 097, 36 144, 43 658, 55 290, 105 964, 157 966, 163 138, 143 817, 136 287, 127 458, 126 600, 94 073, 66 118, 48 756, 30 067, 35 849,1 392 282
1360,1995,   Switzerland,,756,B, 63 248, 71 656, 70 692, 75 519, 111 166, 154 962, 170 609, 157 991, 135 215, 115 713, 107 959, 82 531, 62 705, 42 035, 25 922, 30 906,1 478 829
1361,2000,   Switzerland,,756,B, 105 631, 107 429, 97 985, 96 024, 116 774, 152 522, 178 701, 172 741, 134 619, 104 389, 89 711, 71 291, 59 522, 35 468, 21 872, 26 077,1 570 756
1362,2005,   Switzerland,,756,B, 61 807, 72 305, 73 849, 79 835, 116 155, 167 176, 198 323, 191 606, 174 827, 160 871, 134 902, 104 318, 83 739, 61 120, 52 325, 72 279,1 805 437
1363,2010,   Switzerland,,756,B, 19 184, 38 586, 51 148, 65 198, 117 792, 185 078, 221 798, 214 193, 218 416, 220 479, 182 713, 139 372, 109 584, 87 961, 83 795, 119 885,2 075 182
1364,2015,   Switzerland,,756,B, 20 641, 44 066, 54 652, 68 310, 111 016, 192 780, 245 430, 245 098, 230 165, 234 254, 212 997, 160 087, 116 135, 91 317, 84 581, 146 667,2 258 196
